,고객번호,성별,CAT연령대,지역,경쟁사이용횟수,채널이용횟수,멤버십가입개수,RECENCY6,RECENCY7,고객구분1_7,고객구분1_8,주말구매액비중,주말방문비중,선매품구매비중,편의품구매비중,전문품구매비중
11393,11544,F,중년층,경기,0,0,1,1,5,감소,감소,0.498019308,0.344180225,0.23925851538806941,0.7607414846119306,0.0
11394,11545,F,장년층,경기,1,0,0,0,0,증가,증가,0.178492813,0.177616674,0.18022010123146062,0.8197798987685394,0.0
11395,11546,F,노년층,전남,1,12,1,1,4,감소,감소,0.219585024,0.206946454,0.07290397244327333,0.9270960275567267,0.0
11396,11547,F,장년층,부산,0,26,1,1,0,감소,감소,0.243637691,0.201657459,0.2042443526053528,0.7957556473946472,0.0
11397,11548,M,장년층,충남,15,0,0,1,0,감소,증가,0.284713751,0.270220588,0.34429566717586085,0.6557043328241392,0.0
11398,11549,M,중년층,부산,5,0,1,0,0,증가,감소,0.326184826,0.310599078,0.15868637068413444,0.8413136293158656,0.0
11399,11550,M,노년층,부산,0,0,0,1,1,증가,증가,0.230384485,0.218351742,0.06209353578671627,0.9379064642132837,0.0
11400,11551,F,노년층,경남,0,0,0,0,2,증가,증가,0.367798044,0.318153068,0.3091809437456144,0.6908190562543857,0.0
11401,11552,F,장년층,서울,0,0,0,0,0,증가,감소,0.244385176,0.276570048,0.0284600591600632,0.9715399408399368,0.0
11402,11553,F,중년층,광주,3,0,0,0,0,감소,감소,0.215051874,0.17781155,0.1814942699924476,0.8185057300075523,0.0
11403,11554,F,장년층,서울,4,2,0,0,0,감소,감소,0.566783826,0.275242047,0.5574405650124726,0.44255943498752737,0.0
11404,11555,F,노년층,인천,0,0,0,3,0,감소,감소,0.297747519,0.24091442,0.05367741907892521,0.9463225809210748,0.0
11405,11556,M,중년층,대구,2,116,1,3,4,감소,감소,0.617557051,0.618075802,0.6524541685783819,0.32597820976287484,0.021567621658743305
11406,11557,F,청년층,광주,0,0,0,18,10,증가,증가,0.51708024,0.532325777,0.5371072239142681,0.34744909789467276,0.11544367819105905
11407,11558,F,중년층,경북,0,0,1,2,5,증가,감소,0.427935258,0.15197404,0.22021881764243603,0.666270890644966,0.11351029171259798
11408,11559,F,중년층,대전,0,0,1,0,1,증가,감소,0.312603218,0.284216336,0.09309650400328903,0.9069034959967109,0.0
11409,11560,F,노년층,경기,6,0,0,2,0,감소,감소,0.557995349,0.331061344,0.3473245008060506,0.5285925617878164,0.12408293740613299
11410,11561,F,장년층,서울,0,30,1,1,1,감소,감소,0.219377908,0.20745098,0.03730081527154324,0.9626991847284567,0.0
11411,11562,F,장년층,충북,0,0,0,1,0,증가,감소,0.21907169,0.183723049,0.12432260121134842,0.8756773987886516,0.0
11412,11563,F,중년층,인천,2,0,0,0,0,증가,증가,0.325562537,0.260649819,0.7308809757667087,0.26911902423329126,0.0
11413,11564,M,청년층,충북,0,0,1,0,1,감소,감소,0.149637289,0.16426757,0.24130125262294116,0.7586987473770589,0.0
11414,11565,F,노년층,경기,2,3,0,1,0,감소,감소,0.343269678,0.332110092,0.10868165683213209,0.891318343167868,0.0
11415,11566,F,장년층,경기,0,0,0,2,0,증가,감소,0.276014649,0.290240811,0.06843145727821966,0.9315685427217804,0.0
11416,11567,F,장년층,서울,0,1,0,0,0,증가,증가,0.34724386,0.178451178,0.598766471309901,0.40123352869009893,0.0
11417,11568,F,노년층,부산,0,0,1,0,4,증가,증가,0.419239909,0.368963901,0.3555917696723765,0.6444082303276235,0.0
11418,11569,F,장년층,인천,0,0,0,3,0,증가,증가,0.315444658,0.319095477,0.28435140143746857,0.7156485985625315,0.0
11419,11570,M,청년층,경남,1,0,1,1,0,증가,증가,0.36607513,0.233714109,0.2718009636958066,0.7205975730481231,0.007601463256070325
11420,11571,F,중년층,부산,2,33,1,0,0,증가,증가,0.717750628,0.639215686,0.6408303587092173,0.21066036958472892,0.1485092717060538
11421,11572,F,중년층,인천,0,32,1,1,0,증가,감소,0.244810509,0.205251876,0.2003914525906867,0.7996085474093133,0.0
11422,11573,F,중년층,인천,0,2,0,1,5,증가,감소,0.257470474,0.244565217,0.27384409912870195,0.726155900871298,0.0
11423,11574,F,장년층,서울,0,0,1,0,2,증가,증가,0.303001845,0.270425227,0.08910934950677557,0.9108906504932244,0.0
11424,11575,F,장년층,경기,0,0,0,0,0,증가,증가,0.0260897531,0.0250436808,0.027850342615194756,0.9721496573848053,0.0
11425,11577,F,노년층,서울,0,0,1,4,0,감소,감소,0.240298931,0.2600104,0.008286031285237637,0.9917139687147624,0.0
11426,11578,F,중년층,경기,2,0,0,5,0,증가,증가,0.173500255,0.14698063,0.27948359472216117,0.7205164052778388,0.0
11427,11579,F,중년층,충북,0,0,1,0,0,증가,감소,0.321793882,0.305481481,0.06711874406536873,0.9328812559346312,0.0
11428,11580,F,장년층,경기,0,0,0,0,0,감소,감소,0.118093529,0.121135327,0.16441634208202396,0.8355836579179761,0.0
11429,11581,M,중년층,경기,0,14,0,1,0,증가,증가,0.240995117,0.261230131,0.2657475746868163,0.7342524253131837,0.0
11430,11582,F,청년층,경남,6,0,1,1,0,증가,증가,0.380812089,0.375552283,0.7208861890541745,0.2780165290757182,0.001097281870107329
11431,11583,F,장년층,부산,0,0,1,0,0,증가,증가,0.310555053,0.261488971,0.1741545154763457,0.8258454845236544,0.0
11432,11584,F,노년층,인천,0,0,0,1,4,감소,감소,0.177963932,0.172629188,0.32181833406213073,0.6781816659378692,0.0
11433,11585,F,노년층,울산,4,0,0,1,10,증가,감소,0.73533554,0.738596491,0.791641760224321,0.1995413591853148,0.008816880590364196
11434,11586,F,장년층,경기,0,0,1,0,0,증가,감소,0.344742648,0.29405262,0.05742567318712048,0.9425743268128796,0.0
11435,11587,F,장년층,경기,0,4,0,0,0,증가,증가,0.381172695,0.369273743,0.03148261857270984,0.9685173814272902,0.0
11436,11588,F,장년층,부산,4,0,0,1,10,증가,증가,0.398626096,0.326902465,0.3871722614210217,0.34891708791517645,0.26391065066380187
11437,11589,F,중년층,전남,0,39,0,8,2,감소,감소,0.325565032,0.298631273,0.12267435164288298,0.877325648357117,0.0
11438,11590,F,중년층,충남,0,0,0,0,1,증가,감소,0.41102726,0.302718287,0.36821962549831305,0.6317803745016869,0.0
11439,11591,F,장년층,부산,11,0,0,2,1,감소,감소,0.43608082,0.377176015,0.5349440577655519,0.4305183726804423,0.03453756955400584
11440,11592,F,청년층,부산,0,0,0,3,1,증가,증가,0.264056548,0.283160083,0.07645443823247494,0.9235455617675251,0.0
11441,11593,F,청년층,대구,0,11,1,1,0,증가,증가,0.27284599,0.170593014,0.6291181491299709,0.3708818508700292,0.0
11442,11594,F,장년층,서울,0,36,0,0,0,증가,감소,0.161839753,0.163839769,0.03811281389599706,0.9618871861040029,0.0
11443,11595,F,장년층,경북,0,0,0,0,0,증가,증가,0.267909837,0.247008138,0.4149787049652754,0.5850212950347247,0.0
11444,11596,F,장년층,경기,2,3,1,0,2,증가,증가,0.328138921,0.293814433,0.27373107611750286,0.7262689238824972,0.0
11445,11597,F,장년층,경기,0,0,0,1,1,감소,감소,0.37133701,0.309477756,0.12359495826170605,0.8764050417382939,0.0
11446,11598,F,중년층,경기,0,0,1,0,0,감소,감소,0.215802989,0.233881845,0.21276170131985964,0.7872382986801404,0.0
11447,11599,F,중년층,경기,0,0,0,0,0,증가,감소,0.285947022,0.257575758,0.0063896767539768015,0.9936103232460232,0.0
11448,11600,F,중년층,서울,1,32,0,1,2,증가,증가,0.323834949,0.250623441,0.3019926861500694,0.6980073138499306,0.0
11449,11601,F,중년층,전남,0,35,1,5,0,증가,증가,0.302505043,0.26613488,0.2912469518812159,0.708753048118784,0.0
11450,11602,F,중년층,인천,0,0,0,1,2,증가,증가,0.0627346765,0.0673620165,0.11149340148413073,0.8885065985158692,0.0
11451,11603,F,노년층,부산,0,0,0,3,1,감소,감소,0.564310231,0.512859304,0.655427638692394,0.14504209619227734,0.19953026511532868
11452,11604,F,중년층,서울,9,0,0,2,2,증가,증가,0.750552967,0.697899838,0.9231806855623789,0.07391594244326485,0.002903371994356324
11453,11605,M,장년층,경기,0,10,0,0,0,감소,감소,0.294625276,0.258823529,0.16790944976633854,0.8320905502336614,0.0
11454,11606,F,장년층,전북,0,26,0,0,0,증가,증가,0.239461692,0.26521164,0.5314868357099707,0.46851316429002937,0.0
11455,11607,F,장년층,경기,0,4,0,0,1,감소,감소,0.282362663,0.205957447,0.31336937526066194,0.6696074437073737,0.017023181031964325
11456,11608,F,청년층,경기,0,0,1,4,1,증가,증가,0.410986941,0.268817204,0.7740604308141065,0.13275802876455228,0.0931815404213412
11457,11609,F,중년층,울산,0,0,0,1,1,증가,감소,0.207136511,0.225605966,0.15761186629029372,0.8423881337097063,0.0
11458,11610,M,장년층,서울,0,0,0,4,2,증가,증가,0.381290414,0.306414662,0.4101722453529794,0.5898277546470206,0.0
11459,11611,F,노년층,경기,0,18,1,1,1,감소,감소,0.350263956,0.320033599,0.057682938111525826,0.9423170618884742,0.0
11460,11612,F,청년층,경기,0,0,1,1,1,증가,증가,0.344303389,0.281087565,0.1373764758624646,0.8626235241375354,0.0
11461,11613,F,장년층,인천,0,0,1,1,0,증가,감소,0.302053423,0.318873239,0.026812526959626225,0.9731874730403738,0.0
11462,11614,M,노년층,경기,0,1,1,11,33,감소,감소,0.075,0.0699300699,0.8186127224949179,0.18138727750508205,0.0
11463,11615,F,청년층,부산,5,0,0,0,2,감소,증가,0.391774777,0.3693086,0.25950331250637915,0.49725909490487125,0.2432375925887496
11464,11616,F,중년층,부산,0,0,0,1,0,감소,감소,0.152024198,0.103519669,0.5858391854258397,0.18664851221842957,0.22751230235573075
11465,11617,F,중년층,경기,0,30,0,0,0,감소,감소,0.142144447,0.123051225,0.1336363056252186,0.8663636943747814,0.0
11466,11618,F,장년층,부산,1,0,0,0,0,감소,감소,0.0915526323,0.101633394,0.3723520689625618,0.3829191767243381,0.24472875431310012
11467,11619,F,장년층,서울,0,0,0,0,0,감소,감소,0.218141091,0.202827289,0.22795022260207684,0.7720497773979231,0.0
11468,11620,F,장년층,서울,0,0,0,0,0,증가,증가,0.254810559,0.215178158,0.1305700671648736,0.8694299328351264,0.0
11469,11621,F,중년층,서울,0,1,0,0,1,증가,증가,0.451918193,0.327919567,0.5919883952500539,0.33661136674915276,0.07140023800079334
11470,11622,F,장년층,부산,0,0,0,0,2,증가,증가,0.203454785,0.218278616,0.16717668713320138,0.8328233128667986,0.0
11471,11623,F,장년층,경기,2,0,1,0,0,증가,감소,0.338239067,0.285532995,0.09343114213514116,0.9065688578648589,0.0
11472,11624,F,장년층,충북,0,0,1,0,0,증가,감소,0.348738994,0.300297746,0.3252532010536902,0.6747467989463098,0.0
11473,11625,F,노년층,서울,0,0,1,1,0,증가,감소,0.365783132,0.451587916,0.1930933933477915,0.16173960726400313,0.6451669993882054
11474,11626,F,장년층,인천,0,9,1,0,6,증가,감소,0.312449958,0.174561404,0.21684707605050305,0.6778507849457048,0.10530213900379208
11475,11627,F,노년층,서울,0,11,0,0,5,감소,증가,0.24738009,0.296686747,0.2023351499989783,0.7976648500010217,0.0
11476,11628,F,노년층,서울,0,1,0,4,0,감소,감소,0.281523662,0.309688581,0.6633039390948288,0.22255680363728683,0.11413925726788436
11477,11629,F,장년층,서울,0,0,0,0,2,감소,감소,0.282063288,0.214975845,0.3305847360986439,0.6694152639013561,0.0
11478,11630,F,장년층,서울,0,0,0,0,0,증가,증가,0.239221281,0.22403734,0.04565178995343068,0.9543482100465693,0.0
11479,11632,F,중년층,서울,0,7,1,3,0,증가,감소,0.286259371,0.250262881,0.049805784508776915,0.9501942154912231,0.0
11480,11633,F,중년층,서울,10,0,0,1,1,증가,감소,0.205113562,0.215462611,0.20505839818713611,0.7949416018128639,0.0
11481,11634,F,노년층,경기,0,0,0,3,2,감소,감소,0.343530925,0.128712871,0.12904509724183855,0.8709549027581615,0.0
11482,11635,F,장년층,경남,0,0,0,0,0,증가,증가,0.200441859,0.241992883,0.1290606971720721,0.8709393028279279,0.0
11483,11636,M,노년층,경북,0,0,1,3,0,감소,감소,0.227711665,0.315206445,0.1435916488792437,0.8564083511207563,0.0
11484,11637,F,청년층,경기,0,51,1,1,0,감소,감소,0.233040859,0.257913856,0.24006033017918293,0.7599396698208171,0.0
11485,11638,F,청년층,경기,0,20,1,1,0,증가,증가,0.33443811,0.296815287,0.11585098707656628,0.8841490129234337,0.0
11486,11639,F,노년층,서울,0,0,1,1,1,감소,감소,0.201553535,0.223144531,0.10644279675650226,0.8935572032434977,0.0
11487,11640,F,노년층,부산,0,0,0,0,2,증가,감소,0.276343025,0.270501139,0.09203824123589267,0.9079617587641073,0.0
11488,11641,F,장년층,경기,0,0,1,0,0,감소,감소,0.214731157,0.217451524,0.07878750805498133,0.9212124919450186,0.0
11489,11642,F,장년층,인천,0,0,0,0,0,감소,감소,0.343352178,0.311264822,0.13468832326982547,0.8653116767301745,0.0
11490,11643,F,장년층,경기,0,0,0,0,4,증가,감소,0.380438084,0.336184211,0.037792666592176616,0.9622073334078234,0.0
11491,11644,F,장년층,경기,0,0,1,10,24,감소,감소,0.362026337,0.354691076,0.31406841661080453,0.6859315833891955,0.0
11492,11645,F,장년층,서울,0,0,0,3,0,감소,감소,0.1548293,0.167242041,0.005800644978866868,0.9941993550211331,0.0
11493,11646,F,장년층,서울,7,0,0,0,0,감소,감소,0.3013244,0.250282273,0.4932046685733741,0.5067953314266259,0.0
11494,11647,M,중년층,충북,0,0,1,8,1,감소,감소,0.235432952,0.269754768,0.21218318690615257,0.7878168130938474,0.0
11495,11648,M,노년층,경기,0,0,0,31,42,감소,증가,0.88196968,0.542857143,0.7686920654877114,0.2313079345122886,0.0
11496,11649,F,노년층,전남,0,0,0,0,0,증가,증가,0.128523391,0.157088123,0.14295843149635148,0.8570415685036485,0.0
11497,11650,F,장년층,서울,0,0,1,1,0,감소,감소,0.29872446,0.216091954,0.3814084792397666,0.570424982655045,0.04816653810518838
11498,11651,F,청년층,경기,0,0,1,0,0,증가,증가,0.318806237,0.226242371,0.19921520559891903,0.7996441048646261,0.001140689536454882
11499,11652,F,장년층,경기,0,0,0,0,2,증가,감소,0.297976299,0.332284703,0.055790977572581134,0.9442090224274189,0.0
11500,11653,M,청년층,경기,1,0,1,3,6,감소,감소,0.370659022,0.274576271,0.40088432745279545,0.5991156725472045,0.0
11501,11655,M,중년층,경기,0,5,0,1,1,증가,감소,0.22401196,0.200901481,0.26965442833844283,0.7303455716615572,0.0
11502,11656,F,장년층,서울,0,0,0,3,0,증가,감소,0.278484718,0.300711744,0.0809376078902843,0.9190623921097157,0.0
11503,11657,F,중년층,경기,0,21,0,14,0,증가,증가,0.308552298,0.316742081,0.4471133310003555,0.46193080996634,0.09095585903330448
11504,11658,F,장년층,경기,0,3,0,0,0,감소,감소,0.104956057,0.104477612,0.05591781174482805,0.944082188255172,0.0
11505,11659,F,청년층,경기,5,3,0,6,1,감소,증가,0.371745214,0.290944123,0.5562752417124135,0.44372475828758645,0.0
11506,11660,F,장년층,서울,2,8,0,0,0,감소,증가,0.235745568,0.240207373,0.11909599810006435,0.8809040018999357,0.0
11507,11661,F,노년층,경기,0,0,0,1,4,증가,증가,0.615850548,0.518813314,0.2098227032406602,0.7901772967593398,0.0
11508,11662,F,장년층,경기,0,0,1,0,2,감소,감소,0.750215976,0.740129218,0.6662575700008132,0.3331075523968319,0.00063487760235489
11509,11663,F,장년층,경기,1,23,0,0,0,감소,감소,0.293000804,0.255277045,0.1879678635700387,0.8120321364299613,0.0
11510,11664,F,노년층,충북,0,0,1,0,0,증가,증가,0.218630497,0.20269168,0.22874319036280227,0.7712568096371978,0.0
11511,11665,F,장년층,부산,0,0,0,0,1,증가,증가,0.256478691,0.181196581,0.2904655102974126,0.7095344897025874,0.0
11512,11666,F,장년층,경기,1,2,0,0,4,증가,증가,0.280169565,0.270458265,0.11719463111624266,0.8828053688837574,0.0
11513,11667,F,청년층,서울,0,2,0,0,4,감소,감소,0.289588949,0.236601307,0.1818765867297486,0.7894660789129548,0.028657334357296553
11514,11668,F,중년층,경기,0,33,0,0,0,증가,증가,0.185113287,0.162713734,0.052727887656855134,0.9472721123431449,0.0
11515,11669,F,장년층,전북,2,9,0,1,2,감소,감소,0.296152649,0.252403846,0.3308404521524333,0.6691595478475667,0.0
11516,11670,F,노년층,경기,0,0,0,5,0,감소,감소,0.302411322,0.25,0.7018085040107349,0.28767537572145624,0.01051612026780885
11517,11671,F,중년층,경기,0,0,0,0,0,증가,증가,0.200408646,0.187924528,0.21635085528750675,0.7836491447124933,0.0
11518,11672,F,노년층,광주,14,21,0,1,4,증가,감소,0.433875139,0.314744079,0.44889004344146977,0.5395204205772134,0.011589535981316824
11519,11673,F,중년층,충북,0,3,1,1,0,증가,감소,0.30928987,0.267598602,0.08812816853152161,0.9118718314684784,0.0
11520,11674,F,청년층,서울,0,0,1,0,0,증가,감소,0.520242698,0.241064337,0.18552935754604202,0.41992355168394135,0.39454709077001665
11521,11675,F,노년층,경기,0,0,0,2,0,증가,감소,0.305042914,0.314236111,0.24120603015075376,0.7587939698492462,0.0
11522,11676,F,장년층,부산,1,0,1,0,1,감소,감소,0.295595211,0.226384365,0.14063209168997529,0.8593679083100247,0.0
11523,11677,F,장년층,인천,2,0,1,1,1,증가,증가,0.343273153,0.208050183,0.3787480987265497,0.6212519012734503,0.0
11524,11678,F,중년층,서울,0,0,1,0,5,증가,증가,0.210019975,0.233739837,0.0006551516130623132,0.9993448483869377,0.0
11525,11679,F,장년층,충북,0,0,1,0,0,증가,감소,0.148395731,0.204968944,0.5468834414061271,0.4531165585938729,0.0
11526,11680,M,중년층,경기,0,0,0,4,8,감소,감소,0.222707929,0.280839895,0.9301425638311438,0.026337326684680862,0.04352010948417529
11527,11681,F,중년층,부산,0,0,0,1,11,증가,증가,0.392584991,0.276455026,0.7805449206397874,0.1825256395527115,0.03692943980750102
11528,11682,F,청년층,전남,0,11,1,0,0,증가,감소,0.316065115,0.269295775,0.2308494440836725,0.7691505559163275,0.0
11529,11683,F,중년층,부산,0,0,1,1,1,증가,증가,0.336373006,0.301155116,0.3498688440334945,0.6501311559665055,0.0
11530,11684,F,노년층,경기,0,32,0,3,0,증가,증가,0.329356971,0.306261624,0.06920285073138159,0.9307971492686185,0.0
11531,11685,M,청년층,광주,0,4,0,0,0,감소,감소,0.348885579,0.329059829,0.15244455759264958,0.8475554424073504,0.0
11532,11686,F,장년층,충북,0,0,0,1,4,감소,감소,0.250896242,0.270553936,0.05510582306874848,0.9426519608683969,0.0022422160628546976
11533,11687,F,중년층,인천,0,83,1,0,0,증가,감소,0.297932004,0.255512322,0.18822801411756818,0.8117719858824318,0.0
11534,11688,F,노년층,서울,0,0,1,0,2,감소,감소,0.314908537,0.259629101,0.43623199175607885,0.39945082098832474,0.16431718725559638
11535,11689,F,중년층,경남,0,3,1,0,0,증가,증가,0.254717618,0.253692441,0.1458877453329736,0.8515909679419225,0.0025212867251039974
11536,11690,F,장년층,충북,0,0,0,15,10,감소,감소,0.242944439,0.285565399,0.045363162398510896,0.9546368376014891,0.0
11537,11691,F,노년층,경기,0,38,0,3,4,감소,감소,0.31885745,0.322916667,0.23233401188118263,0.7676659881188174,0.0
11538,11692,F,청년층,경기,0,0,1,0,0,증가,증가,0.328745659,0.258806262,0.3608898230203468,0.6391101769796532,0.0
11539,11693,F,중년층,전남,0,2,0,0,0,감소,감소,0.320405152,0.319102945,0.04297045541967737,0.9570295445803226,0.0
11540,11694,F,장년층,서울,0,2,0,0,0,증가,감소,0.343942765,0.345323741,0.18305503925841585,0.8169449607415842,0.0
11541,11695,F,노년층,경기,1,0,0,1,0,증가,증가,0.532577351,0.341101695,0.7592694535272942,0.24073054647270573,0.0
11542,11696,F,노년층,경기,1,0,0,0,0,증가,감소,0.24132925,0.25819398,0.037549529012580865,0.9624504709874191,0.0
11543,11697,F,장년층,부산,5,0,0,0,4,증가,증가,0.216026819,0.285900783,0.4453627679692239,0.5180234243349017,0.036613807695874426
11544,11698,F,장년층,경기,0,0,0,0,4,감소,감소,0.543439896,0.521840874,0.14462141121875718,0.8553785887812428,0.0
11545,11699,M,장년층,인천,0,0,0,0,1,감소,감소,0.254743098,0.250751252,0.29148633120933004,0.7085136687906699,0.0
11546,11700,F,노년층,인천,0,0,0,0,1,감소,증가,0.320642572,0.255226481,0.4466117141465966,0.5533882858534034,0.0
11547,11701,F,중년층,전남,0,32,1,3,0,증가,증가,0.363758326,0.316524438,0.08561806874188775,0.9143819312581123,0.0
11548,11702,M,장년층,경기,0,0,1,2,1,감소,감소,0.479758057,0.408607126,0.1996527031935624,0.8003472968064376,0.0
11549,11703,F,노년층,서울,0,0,0,1,0,증가,증가,0.539010096,0.360710322,0.5679167855026839,0.39556964901430663,0.03651356548300944
11550,11704,F,장년층,서울,0,0,0,0,5,감소,감소,0.352699109,0.345156889,0.5386747840356509,0.3622979436475887,0.0990272723167603
11551,11705,F,중년층,서울,17,0,0,3,1,증가,증가,0.591101113,0.56213705,0.5305484125201362,0.465974751465207,0.0034768360146568505
11552,11706,F,장년층,경기,7,7,1,1,5,감소,증가,0.229840782,0.247990815,0.4884944162265514,0.5115055837734487,0.0
11553,11707,F,장년층,서울,0,0,0,1,0,감소,감소,0.234297045,0.207968127,0.09854000607414044,0.9014599939258595,0.0
11554,11708,F,중년층,광주,0,0,0,1,0,증가,감소,0.176147867,0.146887967,0.04097183844187528,0.9590281615581248,0.0
11555,11709,F,청년층,강원,0,26,1,1,4,증가,감소,0.2933088,0.343956044,0.3344676271701315,0.6655323728298684,0.0
11556,11710,F,중년층,경기,0,0,1,0,0,감소,감소,0.192829072,0.222145329,0.07929501383497117,0.9207049861650288,0.0
11557,11711,F,청년층,서울,0,5,0,0,1,증가,증가,0.341244182,0.185344828,0.3965086117451753,0.6020091601695668,0.0014822280852577596
11558,11712,F,중년층,부산,0,29,1,0,2,감소,감소,0.210497209,0.256168831,0.1197825752009137,0.8802174247990863,0.0
11559,11713,F,중년층,경기,6,1,0,0,1,감소,감소,0.66187792,0.623960067,0.46644279477315564,0.40378097634289084,0.12977622888395354
11560,11714,M,청년층,서울,3,0,0,2,1,증가,증가,0.5687205,0.33805668,0.6335221119788138,0.3063914771826347,0.06008641083855154
11561,11715,F,장년층,부산,2,0,0,0,0,증가,감소,0.270861385,0.259010385,0.1092307141423937,0.8907692858576063,0.0
11562,11716,F,노년층,경기,0,1,1,0,0,증가,감소,0.233761875,0.242831541,0.5802173611247717,0.4197826388752283,0.0
11563,11717,F,장년층,경기,0,0,0,0,0,감소,증가,0.356604146,0.399297424,0.6272932662123897,0.3570714321269782,0.015635301660632126
11564,11718,F,청년층,부산,0,9,1,7,0,감소,감소,0.196670091,0.161788618,0.37088182900591554,0.5368572554461021,0.09226091554798235
11565,11719,F,중년층,경기,0,0,0,1,0,증가,감소,0.289703134,0.250394322,0.15834340595491594,0.8416565940450841,0.0
11566,11720,F,장년층,부산,0,0,1,0,5,감소,감소,0.230035589,0.196155099,0.16591949114939142,0.8340805088506086,0.0
11567,11721,F,청년층,서울,0,3,1,1,2,감소,감소,0.377074193,0.302222222,0.18725337195478503,0.812746628045215,0.0
11568,11722,F,장년층,경남,2,3,1,4,0,감소,감소,0.38874768,0.240140845,0.20316947235734956,0.7968305276426504,0.0
11569,11723,F,중년층,경기,0,43,1,1,0,증가,증가,0.263151761,0.243252595,0.07450227135108581,0.9254977286489142,0.0
11570,11724,F,중년층,서울,0,0,0,3,0,증가,증가,0.388015893,0.29594722,0.4684578969427087,0.5289735202425435,0.0025685828147478545
11571,11725,F,장년층,서울,0,0,0,0,0,감소,감소,0.21419613,0.219804618,0.056261928603829135,0.9437380713961708,0.0
11572,11726,F,장년층,광주,0,0,0,0,11,감소,증가,0.498262642,0.314884069,0.5037406734707919,0.4962593265292081,0.0
11573,11728,M,중년층,서울,0,0,1,0,0,증가,증가,0.0483069763,0.0961937716,0.05731889563733349,0.9426811043626665,0.0
11574,11729,F,장년층,경기,1,30,0,3,1,감소,감소,0.298987699,0.328005328,0.049232747403655665,0.9507672525963443,0.0
11575,11730,F,장년층,경기,0,0,0,0,1,증가,증가,0.361552048,0.32406181,0.2915597909438092,0.7052245953735284,0.0032156136826623945
11576,11731,F,중년층,서울,0,58,0,6,1,감소,증가,0.335872135,0.243339254,0.5391144405046718,0.46088555949532817,0.0
11577,11732,M,장년층,경기,0,0,0,3,1,감소,감소,0.456931455,0.503863988,0.42859836464122597,0.5641538862660135,0.007247749092760517
11578,11733,F,장년층,경기,1,0,1,1,0,감소,감소,0.474604809,0.294432071,0.3086550030546636,0.6913449969453364,0.0
11579,11734,F,중년층,경기,7,0,0,0,0,증가,증가,0.149318105,0.238548483,0.20935066717518128,0.7906493328248188,0.0
11580,11735,F,장년층,대전,0,0,0,1,2,증가,증가,0.225763015,0.222625091,0.2374338779467456,0.7625661220532544,0.0
11581,11736,F,장년층,충남,0,0,0,0,0,증가,감소,0.275097322,0.251968504,0.057591446827699885,0.9424085531723001,0.0
11582,11737,F,장년층,서울,0,0,1,2,1,증가,증가,0.283733376,0.22027972,0.4478147809112661,0.35784125805820516,0.19434396103052878
11583,11738,F,장년층,경기,0,0,0,1,5,감소,감소,0.144409453,0.12489992,0.48545566612629104,0.5123563596015852,0.002187974272123763
11584,11739,F,장년층,서울,1,1,0,0,0,감소,감소,0.326662675,0.240012107,0.2007490162157586,0.7992509837842414,0.0
11585,11740,F,중년층,전남,0,0,0,0,1,감소,감소,0.41822546,0.502873563,0.12287980669877756,0.8771201933012225,0.0
11586,11741,M,중년층,경기,0,0,0,1,0,증가,감소,0.203506075,0.206959707,0.0704111042334424,0.9295888957665576,0.0
11587,11742,F,중년층,경기,4,0,0,2,8,감소,증가,0.326875756,0.406382979,0.35170951186528876,0.339110783987942,0.30917970414676926
11588,11743,F,노년층,경기,1,0,0,0,4,증가,감소,0.228839483,0.263880597,0.0693598908641883,0.9306401091358117,0.0
11589,11744,M,중년층,서울,0,0,0,0,4,증가,증가,0.374112862,0.261498029,0.26489600783804834,0.7351039921619517,0.0
11590,11745,F,장년층,경기,0,0,1,0,5,감소,감소,0.51351534,0.552858262,0.48498857450750443,0.28651444430102974,0.22849698119146583
11591,11746,M,청년층,부산,0,0,0,0,0,증가,증가,0.353316853,0.38028169,0.5844966351518731,0.34718722408089364,0.06831614076723322
11592,11747,F,중년층,서울,0,0,1,0,8,감소,감소,0.276794513,0.223367698,0.37456251748920677,0.6246610471380126,0.0007764353727805983
11593,11748,F,중년층,서울,16,5,0,1,1,감소,감소,0.153086721,0.225524476,0.5633573744304602,0.17446273190174344,0.26217989366779637
11594,11749,F,중년층,부산,7,0,0,2,1,감소,증가,0.158146126,0.154557464,0.7059692345107833,0.24937199386605996,0.04465877162315674
11595,11750,F,장년층,경기,0,0,0,0,0,증가,증가,0.345507047,0.284334313,0.0,1.0,0.0
11596,11751,F,중년층,인천,1,36,1,4,2,감소,감소,0.351914378,0.288659794,0.2596084198347167,0.7403915801652833,0.0
11597,11752,F,중년층,전북,0,12,1,5,0,감소,감소,0.448780127,0.289532294,0.47087458985416514,0.5232940997809165,0.00583131036491844
11598,11753,F,중년층,충남,0,6,1,1,6,감소,감소,0.137839993,0.117874396,0.3813679365999441,0.6186320634000558,0.0
11599,11754,F,장년층,대구,0,0,0,0,0,감소,감소,0.291949653,0.228352799,0.18996357675640466,0.804761016425629,0.005275406817966353
11600,11755,F,중년층,부산,0,0,0,2,0,감소,감소,0.351623248,0.252955083,0.5206207639255933,0.37992251924087367,0.09945671683353305
11601,11756,F,청년층,경기,1,17,0,2,1,증가,증가,0.681163315,0.603174603,0.8317758795446722,0.16822412045532772,0.0
