"생산작업지시구분(생산:A,생산제외:D)","사업단위(평택:20000,태안:60000등)",작업지시타입(일반:WO/재투입:WR),작업공정정보(PCW11/PCW12),생산작업요청일자,장소정보,LOT번호,분할순번,제품코드,제품BOM차수,제품명,"생산작업지시순번(일련번호(1,2,3,4…))",LOT생산요청총중량ⓐ,LOT실수량ⓑ,LOT실중량ⓒ,작업지시및주문비고사항1,작업지시및주문비고사항2,시방적요,생산단위,작업지시구분(D:내수/E:수출),생산제조일자,비고
A,20000,WO,PCW12,2021-03-23,3,HR1021032320,0,PEMA013118500,24,PEMA-HR1000 성창(삼척),2,10000,1,10000,"3성분계  
pc유동화제 다섯통
이성헌쥠통화",,,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,HR1021032322,0,PEMA033088300,551,PEMA-HR1000 성진(안양),2,7000,1,7000,ae 3.5 ( AD1 ),,,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,HR1021032324,0,PEMA013012300,2,PEMA-HR1000 대덕(담양),8,10000,1,10000,혼화제 조정 하차전1톤이송작업 후 하차,,Pc소포제 2캔 샘플5개 채취 샘플 빈병 5개 동봉,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,HR1021032325,0,PEMA023064500,7,PEMA-HR1000 조양(여수),9,10000,1,10000,FA용 공기량 조정,,,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,HR1021032326,0,PEMA13031400,193,PEMA-HR1000 산하(덕소),8,10000,1,10000,플라이애시용  pc소포제3캔상차,,,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,HR1021032328,0,PEMA013023005,41,PEMA-HR1000 동양(안양),2,7000,1,7000,"전과동일
PC소포제 1캔",,,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,HR1021032329,0,PEMA013041507,15,PEMA-HR1000 성진도시(화성) 구. 성진 서수원,2,7000,1,7000,전과동일  시간엄수,,서수원공장입니다,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,HR1021032331,0,PEMA043101200,183,PEMA-HR1000 영진(칠곡),3,10000,1,10000,"fa용
시간정확히",,,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,HR1021032336,0,PEMA013060100,233,PEMA-HR1000 인천(인천),3,10000,1,10000,pc소포제2캔상차  ae제 3프로타잎,,,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,HR1021032343,0,PEMA043078008,13,PEMA-HR1000 한라(여주),2,10000,1,10000,AE포지션 2.0,,,KG,D,2021-03-23,
A,20000,WR,PCW12,2021-03-23,3,HR1521032339,0,PEMA013035322,28,PEMA-HR1500 삼표(서부산),2,7000,1,7000,공기량2%상향(현재3%) AE제5캔 외부계근 시간엄수,,성숙케미칼 수수료 시험실샘플전달,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,PCM221032345,0,PEMA033058615,8,PEMA-PCM2000 유진(평택),3,3000,1,3000,타설간사람 통화요청,,,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,PR1021032309,0,PEMA013129802,12,PEMA-PR1000 삼일(칠서),1,22000,1,22000,"1 2번탱크
재고확인후 나누어넣을것
전과동일",,"25a 25톤 2번탱크
레벨게이지교체",KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,PR1021032309,1,PEMA013129802,12,PEMA-PR1000 삼일(칠서),2,3000,1,3000,"1 2번탱크
재고확인후 나누어넣을것
전과동일",,"25a 25톤 2번탱크
레벨게이지교체",KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,PR1021032321,0,PEMA013901600,115,PEMA-PR1000 동양파일(함안),5,15000,1,15000,필요사항 없음,,실크로드상사,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,PR2021032310,0,PEMA023024804,88,PEMA-PR2000 동진파일(서산),2,10000,1,10000,2공장에 입고해주세요,,"2공장
입고전 영업사원통화  사진촬영",KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,SR2021032323,0,PEMA063088300,25,PEMA-SR2000 성진(안양),3,5000,1,5000,"AE 0.8 (AD3)
시간엄수",,,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,SR2021032340,0,PEMA043080115,14,PEMA-SR2000 한일(대구),2,6000,1,6000,"성적서
합격 불합격 확인",,백두수수료,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,SR2021032341,0,PEMA013052200,2,PEMA-SR2000 영남(포항),1,10000,1,10000,"첫입고
안윤광차장통화
시간엄수",,"ae제2캔
pc소포제1캔",KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,SR2021032344,0,PEMA043062000,21,PEMA-SR2000 정선(광주),5,6000,1,6000,"AE제5.7%타입
PC유동화제3통시험실전달",,대리점 신우,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,SR3F21032330,0,PEMA023124800,2,PEMA-SR3000F 한화(포항),2,3000,1,3000,"공기량1%하향
도로공사용
비중 고형분확인",,"입고샘플전달
세기.포항
현장bo",KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,SR3F21032342,0,PEMA033006300,36,PEMA-SR3000F 국민(용인),2,5000,1,5000,"재고3톤 ( 배합통화요청 )
PC소포제 2캔",,,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-23,3,SRE221032311,0,PEMA033090700,47,SRE-200 삼영씨앤텍(양주),3,15000,1,15000,기사님마스크필수착용,,,KG,D,2021-03-23,
A,20000,WO,PCW12,2021-03-24,3,500F21032407,0,PEMA023058600,522,PEMA-500FR 유진(강서),2,10000,1,10000,500FR 10TON 2시 도착으로 보내주세요,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,580F21032409,0,PEMA073050413,66,PEMA-580FX 아주(가좌),1,20000,1,20000,.,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,580F21032415,0,PEMA013118900,22,PEMA-580FX 유니캠(화성),6,15000,1,15000,화성주소확인할것  도착도,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,580F21032446,0,PEMA023098200,68,PEMA-580FX 세림켐텍,7,20000,1,20000,전과동일,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,AE21032452,0,SSA073046500,294,AE 신일(송파),5,2000,1,2000,필요사항 없음,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,CSA421032438,0,PEMA013046500,380,CSA4000 신일(송파),14,10000,1,10000,.,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-23,3,CSA521032347,0,PEMA013085300,357,CSA5000 흥국(미사리),1,10000,1,10000,입고샘플시험실전달  pc소포제3캔상차,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,CSA521032406,0,PEMA023054400,2,CSA5000 예일(예산),1,5000,1,5000,라인건설 당일오더,,에이제포지션 3%,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,CSA521032416,0,PEMA013128700,10,CSA5000 은성(천안),4,10000,1,10000,피씨소포제2통 전과,,바닥강화제 3캔 육심욱이사,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,CSA521032421,0,PEMA023089240,19,CSA5000 고려(당진),4,10000,1,10000,공기럄 0.5%하향 거품제거소포제3캔 샘플1kg전달,,모든서류 HR1000(제품 상차후 영업사원통화) 오전중,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,CSA521032426,0,PEMA013061900,42,CSA5000 정도(울진),7,5000,1,5000,영업안과장님께 문의,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,CSA521032431,0,PEMA023007400,118,CSA5000 금남(여수),5,10000,1,10000,시간엄수 일찍가면 남음 pc소포제2캔,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,CSA521032433,0,PEMA033035307,63,CSA5000 삼표(풍납),16,8000,1,8000,.,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,CSA521032447,0,PEMA033035303,15,CSA5000 삼표(성수),4,7000,1,7000,샘플챙겨주세요,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,CSA521032451,0,PEMA073022500,13,CSA5000 F/A 승일(함안),5,10000,1,10000,마지막 들어간 날짜 배합 동일,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032408,0,PEMA023105100,57,PEMA-HR1000 삼우(경산),1,10000,1,10000,전과동일  pc소포제 2캔,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032413,0,PEMA013114400,59,PEMA-HR1000 한빛(부안),1,10000,1,10000,시간엄수 삼성레미콘 외부계근 하차전 이송작업있음,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032414,0,PEMA013116700,12,PEMA-HR1000 현진(동해),2,10000,1,10000,"공기량 2% 하향(7%)
3성분계용",,시간엄수,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032419,0,PEMA013046900,88,PEMA-HR1000 신진(대구),1,10000,1,10000,시간정확히,,,KG,D,2021-03-24,
A,20000,WR,PCW12,2021-03-24,3,HR1021032422,0,PEMA063041501,452,PEMA-HR1000 성진(인천),9,10000,1,10000,pc소포제 2통 보내주세요,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032425,0,PEMA623022500,46,PEMA-HR1000 대아(함안),13,10000,1,10000,"ae제 4.5프로
유지상향",,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032427,0,PEMA023061900,41,PEMA-HR1000 정도(울진),6,5000,1,5000,"안윤광차장통화
pc소포제3캔",,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032428,0,PEMA013128300,7,PEMA-HR1000 경연(원주),10,2000,1,2000,"80mm 4종용 3톤 
25mm 1종용 2톤",,"상 하차구분철저히
원주천댐현장",KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032429,0,PEMA013128300,8,PEMA-HR1000 경연(원주),11,3000,1,3000,"80mm 4종용 3톤 
25mm 1종용 2톤",,"상 하차구분철저히
원주천댐현장",KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032434,0,PEMA013047000,91,PEMA-HR1000 신진(영광),5,10000,1,10000,감수율 상향 PC소포제 2캔상차요망,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032436,0,PEMA013080109,38,PEMA-HR1000 한일(청주),15,5000,1,5000,전과동일,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032437,0,PEMA023100500,8,PEMA-HR1000 대성(장흥),6,10000,1,10000,혼화제 조정,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032439,0,PEMA013089220,40,PEMA-HR1000 고려(천안),9,8000,1,8000,Kn케미칼 연행제 5%,,전과동일,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032440,0,PEMA013089230,58,PEMA-HR1000 고려(서인천),12,10000,1,10000,공기량1.5프로하향,,대우검암용,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032441,0,PEMA013108400,53,PEMA-HR1000 우신(파주),13,8000,1,8000,시간엄수  pc소포제5캔상차,,표준기fa20프로배합임  공기량관련통화요망,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032443,0,PEMA023024801,322,PEMA-HR1000 동진(수원),2,5000,1,5000,"에이제 15프로
PC소포제 3캔",,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032444,0,PEMA023024801,321,PEMA-HR1000 동진(수원),3,5000,1,5000,"에이제 12프로
PC 유동화제 3캔",,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032445,0,PEMA023041503,236,PEMA-HR1000 성진(천안),7,10000,1,10000,3번탱크 채우고 나머지 1번 pc소포제 3캔,,공기량 1% 상향,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032448,0,PEMA033046500,400,PEMA-HR1000 신일(송파),24,10000,1,10000,.,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1021032455,0,PEMA013049303,155,PEMA-HR1000 아세아(약목),13,7000,1,7000,fa용,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-23,3,HR1521032348,0,PEMA013120100,101,PEMA-HR1500 성우(영동),2,10000,1,10000,,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1521032410,0,PEMA013028200,92,PEMA-HR1500 바나(여수),1,10000,1,10000,시간엄수 혼화제 조정 PC소포제 2캔,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1521032418,0,PEMA063048100,65,PEMA-HR1500 구암(담양),2,2000,1,2000,시간엄수,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1521032423,0,PEMA013082100,96,PEMA-HR1500 대원씨앤엠(울산),11,15000,1,15000,레밸호스 교체  15톤 탱크 이현구과장 통화,,시간엄수,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1521032424,0,PEMA023032100,128,PEMA-HR1500 삼보(함안),12,10000,1,10000,"Fa 10% type 
ae제 1.5%",,유지분산상향조정,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1521032430,0,PEMA023125200,16,PEMA-HR1500 세진(부산),6,8000,1,8000,FA용 공기량1%상향 유지비율상향 PC소포제3캔,,AE제3캔 외부계근 시간엄수,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1521032432,0,PEMA043048519,5,PEMA-HR1500 쌍용(울산),3,6000,1,6000,FA용 제품성능 필히 상향 시간엄수,,신우에이엔씨 수수료,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1521032435,0,PEMA033084300,2,PEMA-HR1500 호성(순천),17,10000,1,10000,혼화제조정,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1521032450,0,PEMA053046500,247,PEMA-HR1500 신일(송파),26,5000,1,5000,외부계근할것  pc소포제3캔상차,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,HR1521032453,0,PEMA013126700,7,PEMA-HR1500 합천(합천),6,5000,1,5000,"이현구과장통화
고속도로용",,신우에이앤씨,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,PCM221032420,0,PEMA043031800,25,PEMA-PCM2000 삼덕(평택),9,7000,1,7000,"전과동일
자체계근신경요청",,PC소포제 2캔,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,PCR321032405,0,PEMA013133000,2,PEMA-PCR3000N 여흥(서울),1,3000,1,3000,유동성증가,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,SR2021032411,0,PEMA013052200,3,PEMA-SR2000 영남(포항),1,9000,1,9000,"교환용
하차전 기존재고 회수
(9톤)",,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,SR2021032442,0,PEMA023014200,11,PEMA-SR2000 대성(울산),4,5000,1,5000,슬럼프형 FA15%타입 서대훈 주임 통화 AE제3캔,,신우에이엔씨 수수료,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,SR2021032454,0,PEMA033126700,7,PEMA-SR2000 합천(합천),7,5000,1,5000,이현구과장 통화,,신우에이앤씨,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,SR3F21032412,0,PEMA013072101,43,PEMA-SR3000F 태명(천안),1,10000,1,10000,"전괴동일
샘플병 1리터요청
입고시험 1시간",,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-24,3,SR5F21032417,0,PEMA063021700,12,PEMA-SR5000F 동서(부산)-저점성,2,5000,1,5000,전과동일 시간엄수 외부계근 PC소포제1캔,,,KG,D,2021-03-24,
A,20000,WO,PCW12,2021-03-25,3,500F21032507,0,PEMA023058600,523,PEMA-500FR 유진(강서),1,10000,1,10000,500FR 20TON 2시 상차 부탁드려요,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,500F21032507,1,PEMA023058600,523,PEMA-500FR 유진(강서),2,10000,1,10000,500FR 20TON 2시 상차 부탁드려요,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,CR1021032533,0,PEMA023123000,41,PEMA-CR1000 신공항(인천),6,10000,1,10000,전과동일,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,CSA521032509,0,PEMA023035314,35,CSA5000 삼표(남부),18,7000,1,7000,필요사항 없음,,입고전 영상찰영  전과동일,KG,D,2021-03-25,
A,20000,WR,PCW12,2021-03-25,3,CSA521032512,0,PEMA93060000,8,CSA5000 인광(당진),2,17000,1,17000,전과동일 탱크이송작업 약 3톤 피씨소포제2캔,,모든서류 HR1000(상차후 영업사원통화),KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,CSA521032513,0,PEMA003039101,72,CSA5000 석진(음성),1,10000,1,10000,전과동일,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,CSA521032530,0,PEMA033023004,29,CSA5000 동양(아산),14,7000,1,7000,전과동일 pc소포제2통 입고 혼화제 샘플500g,,유동화제 2통,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,CSA521032532,0,PEMA023038000,12,CSA5000 서원(태안),12,7000,1,7000,24일 회수제품 재 납품(연구팀 시험 후 입고),,배합 이명홍대리,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,CSA521032534,0,PEMA033035303,16,CSA5000 삼표(성수),5,5000,1,5000,.,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1021032511,0,PEMA013017400,71,PEMA-HR1000 대원(군산한전주),1,5000,1,5000,,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1021032517,0,PEMA033030002,74,PEMA-HR1000 부강(대전),3,10000,1,10000,1% 상향,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1021032520,0,PEMA023005600,40,PEMA-HR1000 광주알엠씨(장성),6,5000,1,5000,하차시혼용 납품 금지,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1021032521,0,PEMA023011300,32,PEMA-HR1000 뉴신화(여수),8,10000,1,10000,AE3.8% 시간엄수,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1021032527,0,PEMA013087700,170,PEMA-HR1000 우성기업(진주),12,10000,1,10000,전과동일,,배차후 한용희과장 차번호 연락처전달,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1021032528,0,PEMA013124800,5,PEMA-HR1000 한화(포항),14,5000,1,5000,"시간엄수
도로공사용
고형분 비중확인",,입고샘플전달,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1021032529,0,PEMA033046500,401,PEMA-HR1000 신일(송파),4,10000,1,10000,외부계근할것  pc소포제3캔상차,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1021032531,0,PEMA013026702,146,PEMA-HR1000 모헨즈(천안),16,8000,1,8000,"FA용
2번탱크",,"PC소포제 2캔
PC유동화제 2캔",KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1021032535,0,PEMA013031800,35,PEMA-HR1000 삼덕(평택),18,10000,1,10000,"전과동일
자체계근신경요청",,PC소포제 2캔,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1021032536,0,PEMA013022400,74,PEMA-HR1000 동아(함안),14,8050,1,8050,회수품 교환용,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1021032537,0,PEMA013060100,234,PEMA-HR1000 인천(인천),8,10000,1,10000,pc소포제2캔상차  pc유동화제2캔상차,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1021032538,0,PEMA013130800,4,PEMA-HR1000 양양(양양),11,7000,1,7000,하차전이송작업,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1021032542,0,PEMA353048300,196,PEMA-HR1000 제일(청양),20,7000,1,7000,"FA용
공기량0.5%하향
AE제 2캔",,시간엄수,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1021032543,0,PEMA033041500,236,PEMA-HR1000 성진(동탄),4,10000,1,10000,"AE제8.0%
PC소포제2통",,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1021032545,0,PEMA043041502,198,PEMA-HR1000 성진(화성),6,8000,1,8000,AE제 2.8%타잎,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1521032515,0,PEMA033006900,74,PEMA-HR1500 대상(의령),4,10000,1,10000,"ae제 0.8프로 10톤
ae제 1프로 10톤",,고재범 통화,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1521032516,0,PEMA033006900,75,PEMA-HR1500 대상(의령),5,10000,1,10000,"ae제 0.8프로 10톤
ae제 1프로 10톤",,고재범 통화,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1521032525,0,PEMA043023001,30,PEMA-HR1500 동양건재(김해),12,5000,1,5000,FA용 공기량1%상향 시간엄수,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1521032526,0,PEMA143057600,132,PEMA-HR1500 한국흄관(울산),13,10000,1,10000,PC소포제2통 로스로인한 유지비율 필히 상향,,시간엄수,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1521032539,0,PEMA023104400,34,PEMA-HR1500 대안(옥계),12,10000,1,10000,"공기량 3%하향(8%)
pc유동화제3캔
pc소포제",,2탠,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,HR1521032541,0,PEMA053901700,3,PEMA-HR1500 영양(영양),12,10000,1,10000,"이성헌쥠통화
pc소포제1캔",,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-24,3,PCM221032449,0,PEMA033058615,9,PEMA-PCM2000 유진(평택),1,6000,1,6000,전과동일,,대리점 백두,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,PR1021032508,0,PEMA013901520,169,PEMA-PR1000 동양파일(아산),11,20000,1,20000,"전과동일
샘플병 1리터 요청",,,KG,D,2021-03-25,
A,20000,WR,PCW12,2021-03-25,3,SN4021032523,0,TSN4012020803,8,PEMA-SN400 현이앤씨(청주),5,10000,1,10000,,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,SN4021032524,0,TSN4012006104,3,PEMA-SN400 산하(보은),6,10000,1,10000,,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,SR2021032510,0,PEMA033049301,28,PEMA-SR2000 아세아(안양),18,5000,1,5000,"전과동일
도착하기 30분전 차석통화",,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,SR2021032514,0,PEMA023041301,29,PEMA-SR2000 성원(단양),2,5000,1,5000,입고샘플 실험실전달,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,SR2021032522,0,PEMA043005600,5,PEMA-SR2000 광주알엠씨(장성),7,5000,1,5000,하차시 혼용 금지,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,SR2A21032540,0,PEMA043043200,7,PEMA-SR2000A 세진(광주),6,7000,1,7000,입고전 이송작업 ( 약 2톤 ),,PC소포제 3캔 ( 사무실전달 ),KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,SR3F21032507,0,PEMA013042200,9,PEMA-SR3000F 삼우(경산),1,7000,1,7000,공기량 1.5%하향,,,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-25,3,SR3F21032518,0,PEMA043128800,2,PEMA-SR3000F 한통(부산),5,10000,1,10000,구현우대리 통화 3번투입구하차 PC소포제4캔 PC유동5,,하차전 샘플 500g시험실 전달 신우에이엔씨 수수료,KG,D,2021-03-25,
A,20000,WO,PCW12,2021-03-26,3,CSA521032611,0,PEMA013020300,95,CSA5000 동남(장수),1,10000,1,10000,Ae제 1.2%  혼화제 조정,,,KG,D,2021-03-26,
A,20000,WO,PCW12,2021-03-26,3,CSA521032612,0,PEMA013111300,38,CSA5000 대원(청주),1,10000,1,10000,fa용 2번탱크입고,,,KG,D,2021-03-26,
A,20000,WO,PCW12,2021-03-26,3,HR1021032609,0,PEMA033088300,553,PEMA-HR1000 성진(안양),1,7000,1,7000,ae 3.0 ( ad2 ),,AE제3캔 상차,KG,D,2021-03-26,
A,20000,WO,PCW12,2021-03-26,3,HR1021032610,0,PEMA033088300,552,PEMA-HR1000 성진(안양),2,10000,1,10000,ae 4.0 ( ad1 ),,,KG,D,2021-03-26,
A,20000,WO,PCW12,2021-03-26,3,HR1021032613,0,PEMA033063700,26,PEMA-HR1000 제일(포항),3,5000,1,5000,"모든서류 3/27
10톤으로
현대건설용",,"ae제1캔
pc소포제1캔",KG,D,2021-03-26,
A,20000,WO,PCW12,2021-03-26,3,HR1021032615,0,PEMA013036500,15,PEMA-HR1000 상일(포천),2,1500,1,1500,.,,,KG,D,2021-03-26,
A,20000,WO,PCW12,2021-03-26,3,HR1021032616,0,PEMA013105210,112,PEMA-HR1000 삼우(대구),3,9000,1,9000,전과동일,,,KG,D,2021-03-26,
A,20000,WO,PCW12,2021-03-26,3,HR1021032617,0,PEMA033041500,237,PEMA-HR1000 성진(동탄),3,10000,1,10000,"AE제8.0%
PC소포제2통",,,KG,D,2021-03-26,
A,20000,WO,PCW12,2021-03-25,3,HR1521032519,0,PEMA013120100,102,PEMA-HR1500 성우(영동),1,10000,1,10000,입고샘플 실험실 전달 시간엄수,,,KG,D,2021-03-26,
A,20000,WO,PCW12,2021-03-26,3,SN4021032618,0,TSN4012006108,10,PEMA-SN400 산하(의령),1,10000,1,10000,,,,KG,D,2021-03-26,
A,20000,WO,PCW12,2021-03-25,3,SR2021032544,0,PEMA043062000,22,PEMA-SR2000 정선(광주),2,6000,1,6000,"AE제 11% 타입
2번탱크 입고",,PC유동화제 3캔 ( 시험실 전달 ),KG,D,2021-03-26,
A,20000,WO,PCW12,2021-03-26,3,SR3F21032614,0,PEMA033007400,1,PEMA-SR3000F 금남(여수),3,5000,1,5000,시간엄수 혼화제 조정,,,KG,D,2021-03-26,
A,20000,WO,PCW12,2021-03-28,3,580F21032824,0,PEMA013107101,22,PEMA-580FX 상동(평택) -1팀,7,15000,1,15000,"전과동일
외부계근신경요청",,,KG,D,2021-03-28,
A,20000,WO,PCW12,2021-03-28,3,CSA521032807,0,PEMA013072700,203,CSA5000 태양(대구),3,10000,1,10000,f/a용 전과동일 외부계근 pc소포제3캔,,pc유동화제3캔,KG,D,2021-03-28,
A,20000,WO,PCW12,2021-03-28,3,CSA521032808,0,PEMA023024101,50,CSA5000 동원(청주),3,10000,1,10000,전과동일 제품 입고 전후 혼화제 이송작업,,,KG,D,2021-03-28,
A,20000,WO,PCW12,2021-03-28,3,CSA521032811,0,PEMA033003100,15,CSA5000 경인(인천),9,10000,1,10000,pc소포제3캔상차  Ae제2프로타잎,,,KG,D,2021-03-28,
A,20000,WO,PCW12,2021-03-28,3,CSA521032812,0,PEMA043040601,370,CSA5000 성신(구리),10,10000,1,10000,전과동일,,,KG,D,2021-03-28,
A,20000,WO,PCW12,2021-03-28,3,CSA521032816,0,PEMA013023500,28,CSA5000 동양산업(김해),9,10000,1,10000,FA용 HR1500 FA용 동일AE제타입 하절기용,,외부계근 2번탱크하차 시간엄수 PC소포제2캔,KG,D,2021-03-28,
