원자재코드,"생산작업지시구분(생산:A,생산제외:D)",작업지시타입(일반:WO/재투입:WR),"사업단위(평택:20000,태안:60000등)",생산작업요청일자,LOT번호,분할순번,제품코드,제품BOM차수,원자재투입순번,원자재명,원자재탱크번호,투입지시중량,투입지시비율,투입지시오차비율,투입지시단위,시방원재료적요,추가투입량(생산자판단),정지중량(유속흐름제어),스텝그룹넘버,비고
SR35904,A,WO,20000,2021-03-29,HR1021032917,0,PEMA023100800,69,6,Urea-20%,4,1510,15.1,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-03-29,HR1021032917,0,PEMA023100800,69,3,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,HR1021032920,0,PEMA033028900,6,1,사용수,30,7150,71.5,0,KG,재활용수800KG,15,60,1,
SR13801,A,WO,20000,2021-03-29,HR1021032920,0,PEMA033028900,6,2,액상리그닌,3,5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-29,HR1021032920,0,PEMA033028900,6,6,RA-300S,1,35,0.35,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-29,HR1021032920,0,PEMA033028900,6,4,WRE-770,18,1680,16.8,0,KG,,0,5,1,
SR35228,A,WO,20000,2021-03-29,HR1021032920,0,PEMA033028900,6,5,SRE-200SD-T,17,720,7.2,0,KG,,0,5,1,
SR35903,A,WO,20000,2021-03-29,HR1021032920,0,PEMA033028900,6,7,PCA3000,10,400,4,0,KG,마지막투입,0,25,1,
SR68222,A,WO,20000,2021-03-29,HR1021032920,0,PEMA033028900,6,3,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,HR1021032921,0,PEMA033063700,27,1,사용수,30,3391.5,67.83,0,KG,재활용수400KG,12.5,60,1,
SR13801,A,WO,20000,2021-03-29,HR1021032921,0,PEMA033063700,27,2,액상리그닌,3,2.5,0.05,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-03-29,HR1021032921,0,PEMA033063700,27,5,글루콘산소다,2,150,3,0,KG,,0,40,1,
SR16600,A,WO,20000,2021-03-29,HR1021032921,0,PEMA033063700,27,8,RA-300S,1,96,1.92,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-29,HR1021032921,0,PEMA033063700,27,6,WRE-770,18,1080,21.6,0,KG,,0,5,1,
SR35228,A,WO,20000,2021-03-29,HR1021032921,0,PEMA033063700,27,7,SRE-200SD-T,17,270,5.4,0,KG,,0,5,1,
SR38117,A,WO,20000,2021-03-29,HR1021032921,0,PEMA033063700,27,3,PC소포제,0,5,0.1,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-03-29,HR1021032921,0,PEMA033063700,27,4,소포제(MR-130),0,5,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,HR1021032924,0,PEMA013085100,17,1,사용수,30,6460,64.6,0,KG,재활용수800KG,20,60,1,
SR13801,A,WO,20000,2021-03-29,HR1021032924,0,PEMA013085100,17,2,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-03-29,HR1021032924,0,PEMA013085100,17,4,글루콘산소다,2,300,3,0,KG,,0,40,1,
SR16600,A,WO,20000,2021-03-29,HR1021032924,0,PEMA013085100,17,8,RA-300S,1,450,4.5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-29,HR1021032924,0,PEMA013085100,17,5,WRE-770,18,1000,10,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-03-29,HR1021032924,0,PEMA013085100,17,6,WRE-550T,23,400,4,0,KG,,0,15,1,
SR35903,A,WO,20000,2021-03-29,HR1021032924,0,PEMA013085100,17,9,PCA3000,10,400,4,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-03-29,HR1021032924,0,PEMA013085100,17,7,Urea-20%,4,970,9.7,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-03-29,HR1021032924,0,PEMA013085100,17,3,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,HR1021032929,0,PEMA043101200,184,1,사용수,30,6885,68.85,0,KG,재활용수800KG,20,60,1,
SR13801,A,WO,20000,2021-03-29,HR1021032929,0,PEMA043101200,184,2,액상리그닌,3,5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-29,HR1021032929,0,PEMA043101200,184,6,RA-300S,1,75,0.75,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-29,HR1021032929,0,PEMA043101200,184,4,WRE-770,18,1350,13.5,0,KG,,0,5,1,
SR35903,A,WO,20000,2021-03-29,HR1021032929,0,PEMA043101200,184,7,PCA3000,10,700,7,0,KG,마지막투입,0,25,1,
SR35904,A,WO,20000,2021-03-29,HR1021032929,0,PEMA043101200,184,5,Urea-20%,4,970,9.7,0,KG,,0,30,1,
SR68222,A,WO,20000,2021-03-29,HR1021032929,0,PEMA043101200,184,3,소포제(MR-130),0,15,0.15,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,HR1021032934,0,PEMA013040601,25,1,사용수,30,5798,57.98,0,KG,재활용수800kg적용,32,60,1,
SR13801,A,WO,20000,2021-03-29,HR1021032934,0,PEMA013040601,25,2,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-03-29,HR1021032934,0,PEMA013040601,25,5,글루콘산소다,2,300,3,0,KG,,0,40,1,
SR16600,A,WO,20000,2021-03-29,HR1021032934,0,PEMA013040601,25,9,RA-300S,1,500,5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-29,HR1021032934,0,PEMA013040601,25,6,WRE-770,18,1300,13,0,KG,,0,20,1,
SR35228,A,WO,20000,2021-03-29,HR1021032934,0,PEMA013040601,25,7,SRE-200SD-T,17,400,4,0,KG,,0,15,1,
SR35903,A,WO,20000,2021-03-29,HR1021032934,0,PEMA013040601,25,10,PCA3000,10,700,7,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-03-29,HR1021032934,0,PEMA013040601,25,8,Urea-20%,4,970,9.7,0,KG,,0,40,1,
SR38117,A,WO,20000,2021-03-29,HR1021032934,0,PEMA013040601,25,3,PC소포제,0,7,0.07,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-03-29,HR1021032934,0,PEMA013040601,25,4,소포제(MR-130),0,15,0.15,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,HR1021032936,0,PEMA013060100,235,1,사용수,30,6415,64.15,0,KG,재활용수800kg적용,15,60,1,
SR13801,A,WO,20000,2021-03-29,HR1021032936,0,PEMA013060100,235,2,액상리그닌,3,5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-29,HR1021032936,0,PEMA013060100,235,6,RA-300S,1,220,2.2,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-29,HR1021032936,0,PEMA013060100,235,4,WRE-770,18,1500,15,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-03-29,HR1021032936,0,PEMA013060100,235,7,PCA3000,10,600,6,0,KG,마지막 투입,0,30,1,
SR35904,A,WO,20000,2021-03-29,HR1021032936,0,PEMA013060100,235,5,Urea-20%,4,1250,12.5,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-03-29,HR1021032936,0,PEMA013060100,235,3,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,HR1021032939,0,PEMA013132400,4,1,사용수,30,4636,57.95,0,KG,재활용수640kg,12,60,1,
SR13801,A,WO,20000,2021-03-29,HR1021032939,0,PEMA013132400,4,2,액상리그닌,3,4,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-29,HR1021032939,0,PEMA013132400,4,6,RA-300S,1,256,3.2,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-29,HR1021032939,0,PEMA013132400,4,4,WRE-770,18,1120,14,0,KG,,0,5,1,
SR35903,A,WO,20000,2021-03-29,HR1021032939,0,PEMA013132400,4,7,PCA3000,10,400,5,0,KG,마지막투입,0,25,1,
SR35904,A,WO,20000,2021-03-29,HR1021032939,0,PEMA013132400,4,5,Urea-20%,4,1576,19.7,0,KG,,0,30,1,
SR68222,A,WO,20000,2021-03-29,HR1021032939,0,PEMA013132400,4,3,소포제(MR-130),0,8,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,HR1021032945,0,PEMA033046500,402,1,사용수,30,5480,54.8,0,KG,재활용수800kg,20,45,1,
SR13801,A,WO,20000,2021-03-29,HR1021032945,0,PEMA033046500,402,2,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-29,HR1021032945,0,PEMA033046500,402,6,RA-300S,1,450,4.5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-29,HR1021032945,0,PEMA033046500,402,4,WRE-770,18,1150,11.5,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-03-29,HR1021032945,0,PEMA033046500,402,7,PCA3000,10,700,7,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-03-29,HR1021032945,0,PEMA033046500,402,5,Urea-20%,4,2200,22,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-03-29,HR1021032945,0,PEMA033046500,402,3,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,HR1021032950,0,PEMA063041501,453,1,사용수,30,2970,59.4,0,KG,재활용수400kg,10,60,1,
SR13801,A,WO,20000,2021-03-29,HR1021032950,0,PEMA063041501,453,2,액상리그닌,3,5,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-29,HR1021032950,0,PEMA063041501,453,7,RA-300S,1,170,3.4,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-29,HR1021032950,0,PEMA063041501,453,4,WRE-770,18,650,13,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-03-29,HR1021032950,0,PEMA063041501,453,5,WRE-550T,23,100,2,0,KG,,0,15,1,
SR35903,A,WO,20000,2021-03-29,HR1021032950,0,PEMA063041501,453,8,PCA3000,10,300,6,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-03-29,HR1021032950,0,PEMA063041501,453,6,Urea-20%,4,800,16,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-03-29,HR1021032950,0,PEMA063041501,453,3,소포제(MR-130),0,5,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,HR1021032955,0,PEMA013030401,114,1,사용수,30,4744,59.3,0,KG,재활용수640KG,16,60,1,
SR13801,A,WO,20000,2021-03-29,HR1021032955,0,PEMA013030401,114,2,액상리그닌,3,8,0.1,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-03-29,HR1021032955,0,PEMA013030401,114,4,글루콘산소다,2,160,2,0,KG,,0,40,1,
SR16003,A,WO,20000,2021-03-29,HR1021032955,0,PEMA013030401,114,9,ACTICIDE-MVK,0,16,0.2,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-29,HR1021032955,0,PEMA013030401,114,7,RA-300S,1,928,11.6,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-29,HR1021032955,0,PEMA013030401,114,5,WRE-770,18,960,12,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-03-29,HR1021032955,0,PEMA013030401,114,8,PCA3000,10,400,5,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-03-29,HR1021032955,0,PEMA013030401,114,6,Urea-20%,4,776,9.7,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-03-29,HR1021032955,0,PEMA013030401,114,3,소포제(MR-130),0,8,0.1,0,KG,,0,0,1,
PEMA013052200,A,WO,20000,2021-03-29,HR1521032915,0,PEMA023078017,1,7,PEMA-SR2000 영남,0,5000,50,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,HR1521032915,0,PEMA023078017,1,1,사용수,30,3232,32.32,0,KG,재활용수800KG,13,60,1,
SR13801,A,WO,20000,2021-03-29,HR1521032915,0,PEMA023078017,1,2,액상리그닌,3,3,0.03,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-03-29,HR1521032915,0,PEMA023078017,1,4,글루콘산소다,2,500,5,0,KG,,0,40,1,
SR16600,A,WO,20000,2021-03-29,HR1521032915,0,PEMA023078017,1,6,RA-300S,1,135,1.35,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-29,HR1521032915,0,PEMA023078017,1,5,WRE-770,18,1120,11.2,0,KG,,0,20,1,
SR68222,A,WO,20000,2021-03-29,HR1521032915,0,PEMA023078017,1,3,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,HR1521032918,0,PEMA023114700,5,1,사용수,30,4124,82.48,0,KG,재활용수400KG,6,60,1,
SR13801,A,WO,20000,2021-03-29,HR1521032918,0,PEMA023114700,5,2,액상리그닌,3,2.5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-29,HR1521032918,0,PEMA023114700,5,5,RA-300S,1,20,0.4,0,KG,,0,5,1,
SR35225,A,WO,20000,2021-03-29,HR1521032918,0,PEMA023114700,5,4,WRE-550T,23,850,17,0,KG,,0,5,1,
SR38117,A,WO,20000,2021-03-29,HR1521032918,0,PEMA023114700,5,3,PC소포제,0,3.5,0.07,0,KG,,0,0,1,
PEMA023132100,A,WO,20000,2021-03-29,HR1521032923,0,PEMA033014200,25,9,PEMA-SP1000 대보,0,1500,15,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,HR1521032923,0,PEMA033014200,25,1,사용수,30,5197,51.97,0,KG,재활용수800kg,8,45,1,
SR13801,A,WO,20000,2021-03-29,HR1521032923,0,PEMA033014200,25,2,액상리그닌,3,4,0.04,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-03-29,HR1521032923,0,PEMA033014200,25,4,글루콘산소다,2,165,1.65,0,KG,,0,35,1,
SR16600,A,WO,20000,2021-03-29,HR1521032923,0,PEMA033014200,25,8,RA-300S,1,500,5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-29,HR1521032923,0,PEMA033014200,25,5,WRE-770,18,1200,12,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-03-29,HR1521032923,0,PEMA033014200,25,6,WRE-550T,23,1010,10.1,0,KG,,0,15,1,
SR35228,A,WO,20000,2021-03-29,HR1521032923,0,PEMA033014200,25,7,SRE-200SD-T,17,420,4.2,0,KG,,0,15,1,
SR38117,A,WO,20000,2021-03-29,HR1521032923,0,PEMA033014200,25,3,PC소포제,0,4,0.04,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,HR1521032937,0,PEMA013071300,59,1,사용수,30,3349.5,66.99,0,KG,재활용수금지,10,60,1,
SR35225,A,WO,20000,2021-03-29,HR1521032937,0,PEMA013071300,59,3,WRE-550T,23,1565.5,31.31,0,KG,,0,15,1,
SR35758,A,WO,20000,2021-03-29,HR1521032937,0,PEMA013071300,59,4,M30,7,75,1.5,0,KG,마지막투입,0,30,1,
SR38117,A,WO,20000,2021-03-29,HR1521032937,0,PEMA013071300,59,2,PC소포제,0,10,0.2,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,PR1021032910,0,PEMA013033302,220,1,사용수,30,10785,71.9,0,KG,,19.5,60,1,
SR13801,A,WO,20000,2021-03-29,PR1021032910,0,PEMA013033302,220,2,액상리그닌,3,7.5,0.05,0,KG,,0,0,1,
SR35225,A,WO,20000,2021-03-29,PR1021032910,0,PEMA013033302,220,4,WRE-550T,23,2935.5,19.57,0,KG,,0,5,1,
SR35228,A,WO,20000,2021-03-29,PR1021032910,0,PEMA013033302,220,5,SRE-200SD-T,17,1260,8.4,0,KG,,0,5,1,
SR38117,A,WO,20000,2021-03-29,PR1021032910,0,PEMA013033302,220,3,PC소포제,0,12,0.08,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,PR2021032925,0,PEMA023024804,89,1,사용수,30,6581,65.81,0,KG,,10,60,1,
SR34364,A,WO,20000,2021-03-29,PR2021032925,0,PEMA023024804,89,5,PEMA-550XD,15,768,7.68,0,KG,,0,10,1,
SR35225,A,WO,20000,2021-03-29,PR2021032925,0,PEMA023024804,89,3,WRE-550T,23,1543,15.43,0,KG,,0,20,1,
SR35500,A,WO,20000,2021-03-29,PR2021032925,0,PEMA023024804,89,4,PEMA-500FR,13,568,5.68,0,KG,,0,10,1,
SR35758,A,WO,20000,2021-03-29,PR2021032925,0,PEMA023024804,89,6,M30,7,530,5.3,0,KG,마지막 투입해주세요.,0,30,1,
SR38117,A,WO,20000,2021-03-29,PR2021032925,0,PEMA023024804,89,2,PC소포제,0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,PR2021032938,0,PEMA013129803,5,1,사용수,30,2658.4,66.46,0,KG,,20,60,1,
SR13801,A,WO,20000,2021-03-29,PR2021032938,0,PEMA013129803,5,2,액상리그닌,3,2,0.05,0,KG,,0,0,1,
SR35224,A,WO,20000,2021-03-29,PR2021032938,0,PEMA013129803,5,5,WRE-770,18,780.8,19.52,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-03-29,PR2021032938,0,PEMA013129803,5,6,WRE-550T,23,364.8,9.12,0,KG,,0,20,1,
SR35758,A,WO,20000,2021-03-29,PR2021032938,0,PEMA013129803,5,7,M30,7,176,4.4,0,KG,마지막투입,0,30,1,
SR38117,A,WO,20000,2021-03-29,PR2021032938,0,PEMA013129803,5,3,PC소포제,0,6,0.15,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-03-29,PR2021032938,0,PEMA013129803,5,4,소포제(MR-130),0,12,0.3,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,SR2021032911,0,PEMA013116420,11,1,사용수,30,3274,65.48,0,KG,,6,45,1,
SR13801,A,WO,20000,2021-03-29,SR2021032911,0,PEMA013116420,11,2,액상리그닌,3,2.5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-29,SR2021032911,0,PEMA013116420,11,7,RA-300S,1,165,3.3,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-29,SR2021032911,0,PEMA013116420,11,4,WRE-770,18,780,15.6,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-03-29,SR2021032911,0,PEMA013116420,11,5,WRE-550T,23,300,6,0,KG,,0,15,1,
SR35228,A,WO,20000,2021-03-29,SR2021032911,0,PEMA013116420,11,6,SRE-200SD-T,17,475,9.5,0,KG,,0,15,1,
SR38117,A,WO,20000,2021-03-29,SR2021032911,0,PEMA013116420,11,3,PC소포제,0,3.5,0.07,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,SR2A21032948,0,PEMA063023200,8,1,사용수,30,2915.5,58.31,0,KG,,10.5,60,1,
SR13801,A,WO,20000,2021-03-29,SR2A21032948,0,PEMA063023200,8,2,액상리그닌,3,5,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-29,SR2A21032948,0,PEMA063023200,8,9,RA-300S,1,13.5,0.27,0,KG,,0,5,1,
SR18520,A,WO,20000,2021-03-29,SR2A21032948,0,PEMA063023200,8,8,DEA,0,375,7.5,0,KG,마지막투입,0,0,1,
SR35217,A,WO,20000,2021-03-29,SR2A21032948,0,PEMA063023200,8,7,SRE-110(50%),24,545.5,10.91,0,KG,,0,10,1,
SR35218,A,WO,20000,2021-03-29,SR2A21032948,0,PEMA063023200,8,5,WRE-580FX(55%),16,645,12.9,0,KG,,0,15,1,
SR35228,A,WO,20000,2021-03-29,SR2A21032948,0,PEMA063023200,8,6,SRE-200SD-T,17,495,9.9,0,KG,,0,15,1,
SR38117,A,WO,20000,2021-03-29,SR2A21032948,0,PEMA063023200,8,3,PC소포제,0,3.5,0.07,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-03-29,SR2A21032948,0,PEMA063023200,8,4,소포제(MR-130),0,2,0.04,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,SR3F21032919,0,PEMA033015600,17,1,사용수,30,3177.5,63.55,0,KG,,7.5,45,1,
SR13801,A,WO,20000,2021-03-29,SR3F21032919,0,PEMA033015600,17,2,액상리그닌,3,2.5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-29,SR3F21032919,0,PEMA033015600,17,7,RA-300S,1,30,0.6,0,KG,,0,5,1,
SR35218,A,WO,20000,2021-03-29,SR3F21032919,0,PEMA033015600,17,4,WRE-580FX(55%),16,640,12.8,0,KG,,0,15,1,
SR35225,A,WO,20000,2021-03-29,SR3F21032919,0,PEMA033015600,17,5,WRE-550T,23,775,15.5,0,KG,,0,15,1,
SR35228,A,WO,20000,2021-03-29,SR3F21032919,0,PEMA033015600,17,6,SRE-200SD-T,17,370,7.4,0,KG,,0,15,1,
SR68222,A,WO,20000,2021-03-29,SR3F21032919,0,PEMA033015600,17,3,소포제(MR-130),0,5,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,SR3F21032928,0,PEMA043001000,6,1,사용수,30,3985.1,56.93,0,KG,,18.5,60,1,
SR13801,A,WO,20000,2021-03-29,SR3F21032928,0,PEMA043001000,6,2,액상리그닌,3,7,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-29,SR3F21032928,0,PEMA043001000,6,9,RA-300S,1,161,2.3,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-29,SR3F21032928,0,PEMA043001000,6,5,WRE-770,18,1064,15.2,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-03-29,SR3F21032928,0,PEMA043001000,6,6,WRE-550T,23,798,11.4,0,KG,,0,15,1,
SR35228,A,WO,20000,2021-03-29,SR3F21032928,0,PEMA043001000,6,7,SRE-200SD-T,17,798,11.4,0,KG,,0,15,1,
SR35904,A,WO,20000,2021-03-29,SR3F21032928,0,PEMA043001000,6,8,Urea-20%,4,175,2.5,0,KG,,0,40,1,
SR38117,A,WO,20000,2021-03-29,SR3F21032928,0,PEMA043001000,6,3,PC소포제,0,4.9,0.07,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-03-29,SR3F21032928,0,PEMA043001000,6,4,소포제(MR-130),0,7,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,SR3F21032933,0,PEMA023035303,10,1,사용수,30,3508.8,58.48,0,KG,,13.2,45,1,
SR13801,A,WO,20000,2021-03-29,SR3F21032933,0,PEMA023035303,10,2,액상리그닌,3,3,0.05,0,KG,,0,0,1,
SR35218,A,WO,20000,2021-03-29,SR3F21032933,0,PEMA023035303,10,5,WRE-580FX(55%),16,900,15,0,KG,,0,15,1,
SR35500,A,WO,20000,2021-03-29,SR3F21032933,0,PEMA023035303,10,7,PEMA-500FR,13,660,11,0,KG,,0,10,1,
SR35556,A,WO,20000,2021-03-29,SR3F21032933,0,PEMA023035303,10,6,PEMA-630XR,11,468,7.8,0,KG,,0,15,1,
SR35904,A,WO,20000,2021-03-29,SR3F21032933,0,PEMA023035303,10,8,Urea-20%,4,450,7.5,0,KG,,0,40,1,
SR38117,A,WO,20000,2021-03-29,SR3F21032933,0,PEMA023035303,10,3,PC소포제,0,4.2,0.07,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-03-29,SR3F21032933,0,PEMA023035303,10,4,소포제(MR-130),0,6,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,SR3F21032944,0,PEMA033041501,29,1,사용수,30,1791.9,59.73,0,KG,,5.1,60,1,
SR13801,A,WO,20000,2021-03-29,SR3F21032944,0,PEMA033041501,29,2,액상리그닌,3,3,0.1,0,KG,,0,0,1,
SR15500,A,WO,20000,2021-03-29,SR3F21032944,0,PEMA033041501,29,5,공기연행제,5,3,0.1,0,KG,CJ!!,0,20,1,
SR34364,A,WO,20000,2021-03-29,SR3F21032944,0,PEMA033041501,29,4,PEMA-550XD,15,1200,40,0,KG,,0,10,1,
SR38117,A,WO,20000,2021-03-29,SR3F21032944,0,PEMA033041501,29,3,PC소포제,0,2.1,0.07,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-29,SR3F21032949,0,PEMA063031400,15,1,사용수,30,3007.8,50.13,0,KG,,16.2,60,1,
SR13801,A,WO,20000,2021-03-29,SR3F21032949,0,PEMA063031400,15,2,액상리그닌,3,6,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-03-29,SR3F21032949,0,PEMA063031400,15,9,RA-300S,1,216,3.6,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-03-29,SR3F21032949,0,PEMA063031400,15,5,WRE-770,18,600,10,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-03-29,SR3F21032949,0,PEMA063031400,15,6,WRE-550T,23,360,6,0,KG,,0,15,1,
SR35228,A,WO,20000,2021-03-29,SR3F21032949,0,PEMA063031400,15,7,SRE-200SD-T,17,1080,18,0,KG,,0,15,1,
SR35904,A,WO,20000,2021-03-29,SR3F21032949,0,PEMA063031400,15,8,Urea-20%,4,720,12,0,KG,,0,40,1,
SR38117,A,WO,20000,2021-03-29,SR3F21032949,0,PEMA063031400,15,3,PC소포제,0,4.2,0.07,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-03-29,SR3F21032949,0,PEMA063031400,15,4,소포제(MR-130),0,6,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-03-30,500F21033008,0,PEMA023058600,525,1,사용수,30,535,5.35,0,KG,,15,45,1,
SR13801,A,WO,20000,2021-03-30,500F21033008,0,PEMA023058600,525,2,액상리그닌,3,15,0.15,0,KG,,0,0,1,
SR35218,A,WO,20000,2021-03-30,500F21033008,0,PEMA023058600,525,3,WRE-580FX(55%),16,5454,54.54,0,KG,,0,15,1,
SR35225,A,WO,20000,2021-03-30,500F21033008,0,PEMA023058600,525,4,WRE-550T,23,3996,39.96,0,KG,,0,15,1,
SR11002,A,WO,20000,2021-03-30,500F21033008,1,PEMA023058600,525,1,사용수,30,535,5.35,0,KG,,15,60,1,
SR13801,A,WO,20000,2021-03-30,500F21033008,1,PEMA023058600,525,2,액상리그닌,3,15,0.15,0,KG,,0,0,1,
SR35218,A,WO,20000,2021-03-30,500F21033008,1,PEMA023058600,525,3,WRE-580FX(55%),16,5454,54.54,0,KG,,0,15,1,
SR35225,A,WO,20000,2021-03-30,500F21033008,1,PEMA023058600,525,4,WRE-550T,23,3996,39.96,0,KG,,0,20,1,
SR11002,A,WO,20000,2021-03-30,580F21033009,0,PEMA043090700,25,1,사용수,30,1225.5,8.17,0,KG,,0,60,1,
SR13801,A,WO,20000,2021-03-30,580F21033009,0,PEMA043090700,25,2,액상리그닌,3,30,0.2,0,KG,,0,0,1,
SR35218,A,WO,20000,2021-03-30,580F21033009,0,PEMA043090700,25,3,WRE-580FX(55%),16,9244.5,61.63,0,KG,,0,15,1,
SR35224,A,WO,20000,2021-03-30,580F21033009,0,PEMA043090700,25,4,WRE-770,18,4050,27,0,KG,,0,15,1,
SR35755,A,WO,20000,2021-03-30,580F21033009,0,PEMA043090700,25,5,Urea,0,450,3,0,KG,원액!!!!,0,0,1,
SR11002,A,WO,20000,2021-03-30,580F21033035,0,PEMA023098200,70,1,사용수,30,1800,9,0,KG,,0,20,1,
SR35218,A,WO,20000,2021-03-30,580F21033035,0,PEMA023098200,70,2,WRE-580FX(55%),16,18200,91,0,KG,,0,15,1,
SR15500,A,WO,20000,2021-03-30,AE21033026,0,SSA073046500,296,1,공기연행제,5,1000,100,0,KG,CJ !!,0,20,1,
SR11002,A,WO,20000,2021-03-30,CSA521033010,0,PEMA063069401,108,1,사용수,30,5030,50.3,0,KG,재활용수800kg적용,20,45,1,
SR13801,A,WO,20000,2021-03-30,CSA521033010,0,PEMA063069401,108,2,액상리그닌,3,10,0.1,0,KG,,0,0,1,
