"°í°´¹øÈ£","¼ºº°","2014³â ÃÑ±¸¸Å¾×","2015³â ÃÑ±¸¸Å¾×","Áõ°¨·ü"
"08835","F",11834744,13906150,17.5
"08836","F",26110788,55269065,111.67
"08837","F",4506315,4547046,0.9
"08838","F",5731583,7376114,28.69
"08839","F",6157216,5405801,-12.2
"08840","M",4381012,5514872,25.88
"08841","F",6486176,5984143,-7.74
"08842","F",10027640,9822320,-2.05
"08843","F",18936114,14990791,-20.83
"08844","F",34392500,26757300,-22.2
"08845","F",3061788,5857381,91.31
"08846","F",23379552,26449616,13.13
"08847","F",9789587,14545554,48.58
"08848","F",936520,1735988,85.37
"08849","F",18856790,27853684,47.71
"08850","F",18954199,20088140,5.98
"08851","F",5973005,8573853,43.54
"08852","F",5362463,5480433,2.2
"08853","F",5735938,5768555,0.57
"08854","M",14734781,32196217,118.5
"08855","M",3283757,3994896,21.66
"08856","F",18884339,17055982,-9.68
"08857","F",5688979,5824557,2.38
"08858","F",42916430,54267720,26.45
"08859","F",15093350,11789217,-21.89
"08860","F",5683089,9950684,75.09
"08861","M",9561070,20383040,113.19
"08862","F",3168505,2315137,-26.93
"08863","F",14775148,14859666,0.57
"08864","F",30705706,29556762,-3.74
"08865","F",6278985,11353836,80.82
"08866","F",51103288,34511778,-32.47
"08867","F",54604450,156665690,186.91
"08868","F",127386617,170598212,33.92
"08869","F",14018266,14244380,1.61
"08870","F",19779524,32269818,63.15
"08871","F",13490905,12975040,-3.82
"08872","F",14884286,17226839,15.74
"08873","F",7619856,7627958,0.11
"08874","F",29755451,52452820,76.28
"08875","F",5624683,8697820,54.64
"08876","F",5625894,6272177,11.49
"08877","F",5061692,5949772,17.55
"08878","F",5193841,3516478,-32.3
"08879","F",2506595,5721295,128.25
"08880","F",11951153,13230442,10.7
"08881","F",18576052,53380853,187.36
"08882","F",30308322,32567881,7.46
"08883","F",209970,2610216,1143.14
"08884","F",28974624,23898028,-17.52
"08885","F",14960508,4313970,-71.16
"08886","M",23961944,12672205,-47.12
"08887","F",1488582,1312925,-11.8
"08888","F",10736710,146183730,1261.53
"08889","F",26918940,28682001,6.55
"08890","F",11702376,23846683,103.78
"08891","M",8106762,10994256,35.62
"08892","F",7781870,20848301,167.91
"08893","M",22949725,18375779,-19.93
"08894","F",11321623,19776943,74.68
"08895","F",9070793,8032281,-11.45
"08896","F",3911446,3149096,-19.49
"08897","F",23328575,45829110,96.45
"08898","F",6246784,6768066,8.34
"08899","M",7937534,6497863,-18.14
"08900","F",5069532,4892593,-3.49
"08901","F",3249704,3048500,-6.19
"08902","F",8457010,5805110,-31.36
"08903","M",2251450,1963008,-12.81
"08904","F",30280945,23226518,-23.3
"08905","M",11152000,14191500,27.26
"08906","F",4006813,3934159,-1.81
"08907","F",20836659,28658668,37.54
"08908","F",11867310,9437725,-20.47
"08909","F",41871060,40241640,-3.89
"08910","F",57741117,39267590,-31.99
"08911","F",16222125,6617883,-59.2
"08912","F",16782569,10676746,-36.38
"08913","F",13431883,51687560,284.81
"08914","F",20340818,41763687,105.32
"08915","F",739220,480930,-34.94
"08916","F",13501072,11234062,-16.79
"08917","F",8092372,8440912,4.31
"08918","F",53145790,60136590,13.15
"08919","F",99962790,95849620,-4.11
"08920","M",9273852,6608121,-28.74
"08921","F",5090509,7227670,41.98
"08922","F",36499860,72388590,98.33
"08923","F",8690482,6202478,-28.63
"08924","F",28078270,47361800,68.68
"08925","F",6882422,9674499,40.57
"08926","F",8134234,13242636,62.8
"08927","F",19610015,31519726,60.73
"08928","F",41646424,44101640,5.9
"08929","F",19514710,23590980,20.89
"08930","F",5789537,7129151,23.14
"08931","M",15434126,28483416,84.55
"08932","F",38330969,47318877,23.45
"08933","F",52120193,10741250,-79.39
"08934","F",8188570,7506860,-8.33
"08935","F",18637920,23866340,28.05
"08936","F",8691027,5941604,-31.64
"08937","F",64710125,58056815,-10.28
"08938","F",14834834,20516000,38.3
"08939","F",22026336,15400558,-30.08
"08940","F",18580346,26764364,44.05
"08941","M",11833706,17091325,44.43
"08942","F",27606330,39273984,42.26
"08943","F",26214520,35950340,37.14
"08944","F",5920412,8850211,49.49
"08945","F",16267120,19470674,19.69
"08946","F",13008418,13216844,1.6
"08947","F",31694932,27445926,-13.41
"08948","F",9429860,31214230,231.01
"08949","F",6421989,6153024,-4.19
"08950","F",14294300,18077024,26.46
"08951","F",12047478,8984293,-25.43
"08952","F",25606003,21868499,-14.6
"08953","F",61468970,26635490,-56.67
"08954","F",4761180,4119533,-13.48
"08955","F",13571830,20020650,47.52
"08956","F",25644660,29307730,14.28
"08957","F",43426885,43292451,-0.31
"08958","F",1972971,2678778,35.77
"08959","F",9905014,11736425,18.49
"08960","M",7161792,9379249,30.96
"08961","F",4798309,4636292,-3.38
"08962","F",6328234,14724242,132.68
"08963","F",33900419,24811410,-26.81
"08964","F",20493370,15496830,-24.38
"08965","F",40311304,29858857,-25.93
"08966","F",21365195,20801306,-2.64
"08967","F",41271099,82242786,99.27
"08968","F",12300668,3514260,-71.43
"08969","F",4072095,5185379,27.34
"08970","F",40301758,43669846,8.36
"08971","F",10564450,19931330,88.66
"08972","F",61207650,21487660,-64.89
"08973","F",4924350,3834202,-22.14
"08974","F",5730345,4291177,-25.11
"08975","F",5988020,7666070,28.02
"08976","F",7404692,6889825,-6.95
"08977","M",21529947,33148878,53.97
"08978","F",32622482,26652390,-18.3
"08979","F",5215638,6071052,16.4
"08980","F",14983552,10549825,-29.59
"08981","F",6564190,5405430,-17.65
"08982","F",9408607,9386517,-0.23
"08983","F",8929172,4385140,-50.89
"08984","F",40460880,52270303,29.19
"08985","F",53950949,39252310,-27.24
"08986","F",8254564,7823129,-5.23
"08987","M",5015495,4655329,-7.18
"08988","F",15192050,21427319,41.04
"08989","F",8250077,2510319,-69.57
"08990","F",8015890,51857815,546.94
"08991","F",65559290,37153521,-43.33
"08992","F",3763285,2623293,-30.29
"08993","F",74010160,90820260,22.71
"08994","F",774106130,96317375,-87.56
"08995","F",5100853,5392507,5.72
"08996","F",6612616,9662777,46.13
"08997","F",34193050,45507816,33.09
"08998","F",9670598,9169121,-5.19
"08999","F",12116090,6325410,-47.79
"09000","F",26362023,25660043,-2.66
"09001","F",19045577,21074507,10.65
"09002","F",20775590,16896750,-18.67
"09003","M",6913107,7840821,13.42
"09004","F",9818955,8108364,-17.42
"09005","F",23171136,19373069,-16.39
"09006","F",8030831,8453044,5.26
"09007","F",5253768,6185823,17.74
"09008","F",56126937,96807088,72.48
"09009","F",10708130,7795500,-27.2
"09010","F",26411661,11498074,-56.47
"09011","F",10921171,8268590,-24.29
"09012","F",13314948,12088742,-9.21
"09013","F",4656404,9609906,106.38
"09014","F",13545450,13729707,1.36
"09015","M",4311082,5795817,34.44
"09016","F",7101080,6037534,-14.98
"09017","F",19007187,17540783,-7.71
"09018","F",4435825,8101947,82.65
"09019","F",43249244,32651880,-24.5
"09020","F",4414290,5943297,34.64
"09021","F",4128939,6617533,60.27
"09022","F",16795413,13500401,-19.62
"09023","F",8201757,6904502,-15.82
"09024","F",17394370,23772432,36.67
"09025","F",6407811,8481486,32.36
"09026","F",3624854,3898274,7.54
"09027","M",27723118,30886972,11.41
"09028","F",56384099,73438687,30.25
"09029","F",3756773,6148155,63.66
"09030","M",22873840,15751349,-31.14
"09031","F",38158150,15311820,-59.87
"09032","F",5955518,4415445,-25.86
"09033","F",36831180,44335380,20.37
"09034","F",901420,38588339,4180.84
"09035","F",20948127,20465014,-2.31
"09036","M",71173743,51070190,-28.25
"09037","F",4191039,6903844,64.73
"09038","F",14650543,21477405,46.6
"09039","F",79587546,100645284,26.46
"09040","M",15686722,11842314,-24.51
"09041","F",23396580,25985580,11.07
"09042","F",10091492,6163358,-38.93
"09043","F",35108678,26595671,-24.25
"09044","F",24588050,12980830,-47.21
"09045","F",8237611,6550762,-20.48
"09046","F",4069343,5684047,39.68
"09047","M",8844373,8191183,-7.39
"09048","F",21561360,22399880,3.89
"09049","F",12839501,8324395,-35.17
"09050","F",1943720,5855740,201.26
"09051","F",37666317,49355760,31.03
"09052","F",11611011,16754060,44.29
"09053","M",8727298,9150523,4.85
"09054","F",8303284,9211316,10.94
"09055","F",9124900,12464670,36.6
"09056","F",26223980,29394940,12.09
"09057","F",179250,7434994,4047.83
"09058","F",45545388,35323278,-22.44
"09059","F",8578617,11419355,33.11
"09060","F",11171233,9076262,-18.75
"09061","F",18996560,17592990,-7.39
"09062","F",9248570,11573990,25.14
"09063","F",7808544,5112063,-34.53
"09064","F",8101147,10438549,28.85
"09065","F",6725378,5017116,-25.4
"09066","F",9454415,9373828,-0.85
"09067","F",19129260,19554517,2.22
"09068","F",8769195,9252881,5.52
"09069","F",37489200,52855535,40.99
"09070","F",29637120,33238630,12.15
"09071","F",21586217,39537162,83.16
"09072","F",6559652,7574784,15.48
"09073","F",6741003,4509590,-33.1
"09074","F",10358139,11095360,7.12
"09075","F",32362713,32311837,-0.16
"09076","F",11981118,15845009,32.25
"09077","F",22664261,21215472,-6.39
"09078","F",14423992,9189072,-36.29
"09079","F",7498387,6209820,-17.18
"09080","F",8658924,9672950,11.71
"09081","F",23342818,42058000,80.18
"09082","F",11296560,15168740,34.28
"09083","F",21446601,24469197,14.09
"09084","F",1948718,2928215,50.26
"09085","F",9107820,5907957,-35.13
"09086","F",35149061,16678858,-52.55
"09087","F",13344281,11748503,-11.96
"09088","F",11932665,13746481,15.2
"09089","F",3584644,3814159,6.4
"09090","F",12587126,13245019,5.23
"09091","F",7327460,5542586,-24.36
"09092","F",27339780,23515715,-13.99
"09093","M",4009280,5156388,28.61
"09094","F",27577178,25910433,-6.04
"09095","F",16250140,12440354,-23.44
"09096","F",17400400,29679880,70.57
"09097","F",6889396,6897525,0.12
"09098","F",14835348,20489601,38.11
"09099","F",29058874,24706361,-14.98
"09100","F",6056583,3668454,-39.43
"09101","F",10633877,12269993,15.39
"09102","F",5623040,6451096,14.73
"09103","F",12600901,9078229,-27.96
"09104","F",3066368,5013975,63.52
"09105","F",13907440,13486084,-3.03
"09106","F",3578850,2909115,-18.71
"09107","F",33693954,30012371,-10.93
"09108","F",4585610,5562788,21.31
"09109","F",10715028,10902904,1.75
"09110","F",51790195,46541030,-10.14
"09111","F",13484585,17909738,32.82
"09112","M",4935304,4625848,-6.27
"09113","F",28965279,12914193,-55.41
"09114","F",9343084,8842377,-5.36
"09115","F",6768006,10094090,49.14
"09116","F",19473650,12668211,-34.95
"09117","F",18944680,62485780,229.83
"09118","F",5748774,6952795,20.94
"09119","F",35851310,50750821,41.56
"09120","F",5651998,6217275,10
"09121","F",88574950,57596720,-34.97
"09122","F",11647684,22677362,94.69
"09123","F",31303900,28851450,-7.83
"09124","F",8294393,11991636,44.58
"09125","M",31302390,59451360,89.93
"09126","M",3378959,9720875,187.69
"09127","F",43493724,34495555,-20.69
"09128","F",9801690,11629150,18.64
"09129","F",8332905,12084871,45.03
"09130","F",6803978,6451075,-5.19
"09131","F",8098167,8045066,-0.66
"09132","F",6977300,4190400,-39.94
"09133","F",5684734,5794865,1.94
"09134","M",46521689,58035212,24.75
"09135","F",10492690,11137218,6.14
"09136","M",221547970,304476690,37.43
"09137","F",10160111,5019032,-50.6
"09138","F",9256470,14318080,54.68
"09139","M",55819580,32995980,-40.89
"09140","F",14848377,26795701,80.46
"09141","F",8268807,8401755,1.61
"09142","F",22436711,22731328,1.31
"09143","F",6585229,11805479,79.27
"09144","F",10072373,9509120,-5.59
"09145","F",7757734,9454005,21.87
"09146","F",5688238,8034210,41.24
"09147","F",2980111,3426916,14.99
"09148","F",33493292,57342730,71.21
"09149","F",7544828,8433750,11.78
"09150","F",13418880,10256740,-23.56
"09151","F",81756392,66328297,-18.87
"09152","F",20699695,21777146,5.21
"09153","F",6652208,9057982,36.17
"09154","F",4513601,6562385,45.39
"09155","F",10055408,7134812,-29.05
"09156","F",33658993,69890348,107.64
"09157","F",13028689,7908296,-39.3
"09158","F",31276600,19993713,-36.07
"09159","M",24229774,18389116,-24.11
"09160","F",5595650,4717002,-15.7
"09161","F",5193996,7730134,48.83
"09162","F",2799572,3353231,19.78
"09163","F",36432870,30648068,-15.88
"09164","F",14235090,13070165,-8.18
"09165","F",3130354,4605974,47.14
"09166","F",4899690,5572359,13.73
"09167","M",6039950,3770315,-37.58
"09168","F",6152514,6425613,4.44
"09169","F",4208695,7218040,71.5
"09170","M",6783364,5794525,-14.58
"09171","F",8536726,11227330,31.52
"09172","F",5205570,7977820,53.26
"09173","F",36221052,45821100,26.5
"09174","F",7805158,10893401,39.57
"09175","F",17827534,10109650,-43.29
"09176","F",6854514,8342759,21.71
"09177","F",8983324,10969814,22.11
"09178","F",4600222,4303358,-6.45
"09179","F",13415350,11992620,-10.61
"09180","F",28911022,38368750,32.71
"09181","F",52288173,34827591,-33.39
"09182","F",8806460,7323857,-16.84
"09183","F",4611400,5736266,24.39
"09184","F",12722700,13610701,6.98
"09185","F",25339492,25755212,1.64
"09186","F",32747400,61176912,86.81
"09187","F",4089454,3526430,-13.77
"09188","F",7963857,13496956,69.48
"09189","F",6591206,5964679,-9.51
"09190","F",12303539,10628112,-13.62
"09191","F",9387086,18293003,94.87
"09192","M",54266245,47433482,-12.59
"09193","F",7882198,6042813,-23.34
"09194","F",6521149,6956761,6.68
"09195","F",4060130,9906156,143.99
"09196","M",9271430,6994324,-24.56
"09197","F",34042060,28542220,-16.16
"09198","F",4521364,4817829,6.56
"09199","F",43653974,45651796,4.58
"09200","F",10054032,9782410,-2.7
"09201","F",31792790,66998660,110.74
"09202","F",9936124,12357203,24.37
"09203","F",6449951,11057957,71.44
"09204","F",3766069,3564569,-5.35
"09205","F",23731258,55234550,132.75
"09206","F",25811420,19886684,-22.95
"09207","F",33950110,75340402,121.92
"09208","F",4917134,7012096,42.61
"09209","F",18940463,31705855,67.4
"09210","F",87212693,41418440,-52.51
"09211","F",20646612,28883360,39.89
"09212","F",8080201,13494635,67.01
"09213","F",25223501,15920771,-36.88
"09214","F",37001473,34214005,-7.53
"09215","F",66487168,32302430,-51.42
"09216","F",8117428,7336254,-9.62
"09217","F",4131958,6104323,47.73
"09218","F",14436079,6194609,-57.09
"09219","F",5205910,6003701,15.32
"09220","F",11113095,7061386,-36.46
"09221","F",6896809,6900880,0.06
"09222","F",16170970,9420242,-41.75
"09223","F",22371846,30218120,35.07
"09224","F",1410870,751520,-46.73
"09225","F",24710420,25424523,2.89
"09226","F",48974040,32792530,-33.04
"09227","M",13075709,14012968,7.17
"09228","F",13958680,9980010,-28.5
"09229","F",39788362,37393081,-6.02
"09230","F",5214240,6599080,26.56
"09231","F",29007803,11666137,-59.78
"09232","F",26058100,8834460,-66.1
"09233","F",30725285,58457882,90.26
"09234","F",17422920,15610560,-10.4
"09235","F",5028762,5379716,6.98
"09236","F",14277996,22910315,60.46
"09237","F",17704777,15999897,-9.63
"09238","F",13173185,13563998,2.97
"09239","F",13883801,38584945,177.91
"09240","F",22987810,16232735,-29.39
"09241","F",4984017,4551436,-8.68
"09242","F",63341566,44655155,-29.5
"09243","F",61402054,18992190,-69.07
"09244","F",7524319,7752132,3.03
"09245","F",71237484,56442040,-20.77
"09246","F",14118000,21472000,52.09
"09247","F",12149530,14886660,22.53
"09248","M",8166812,5421732,-33.61
"09249","M",4799764,6092716,26.94
"09250","F",4639540,3965666,-14.52
"09251","F",14365607,9464752,-34.12
"09252","F",15626310,11854259,-24.14
"09253","F",36214660,13895986,-61.63
"09254","F",4055503,5964258,47.07
"09255","F",14139974,15497493,9.6
"09256","F",3063286,5895902,92.47
"09257","F",25546947,28673340,12.24
"09258","F",25029720,20417500,-18.43
"09259","F",15721350,9280972,-40.97
"09260","F",5642970,7244953,28.39
"09261","F",20970440,25671610,22.42
"09262","F",9251250,14864599,60.68
"09263","M",5851886,4006579,-31.53
"09264","M",8751554,9717055,11.03
"09265","M",20475590,25765650,25.84
"09266","F",3146251,3373370,7.22
"09267","F",26602450,26813189,0.79
"09268","F",5942486,6807275,14.55
"09269","F",11614205,5192595,-55.29
"09270","F",7767662,4587970,-40.93
"09271","M",6993312,6895522,-1.4
"09272","F",711638754,1733582,-99.76
"09273","F",10387829,12019351,15.71
"09274","F",31593024,46180688,46.17
"09275","F",19785180,19356400,-2.17
"09276","F",11611423,15976668,37.59
"09277","F",12223180,17770662,45.38
"09278","M",9043173,8938650,-1.16
"09279","F",2007010,4067750,102.68
"09280","F",96641562,121557016,25.78
"09281","M",4080393,5011017,22.81
"09282","F",5813965,6707931,15.38
"09283","F",6070302,3178776,-47.63
"09284","F",11876508,19247300,62.06
"09285","F",9692437,6871428,-29.11
"09286","F",7757423,12825939,65.34
"09287","F",19745649,23253374,17.76
"09288","F",8058803,6547425,-18.75
"09289","F",6988378,8962378,28.25
"09290","F",25378813,28949896,14.07
"09291","M",9375544,8016837,-14.49
"09292","F",5346880,12887640,141.03
"09293","F",12340445,13974938,13.25
"09294","F",7193119,5521588,-23.24
"09295","F",3392661,3467284,2.2
"09296","F",6620494,11451860,72.98
"09297","F",36948553,17412486,-52.87
"09298","M",7057653,8070999,14.36
"09299","F",18285260,20054594,9.68
"09300","F",20154820,7136200,-64.59
"09301","F",5752210,3777900,-34.32
"09302","F",27486380,26152519,-4.85
"09303","F",7184153,4142361,-42.34
"09304","F",17232190,85157070,394.17
"09305","F",5177991,8865723,71.22
"09306","M",45937883,30830571,-32.89
"09307","F",8393544,17820840,112.32
"09308","F",71719588,39785594,-44.53
"09309","F",9299630,4266605,-54.12
"09310","M",7402930,6757021,-8.73
"09311","M",4544201,3840781,-15.48
"09312","F",84483180,86421190,2.29
"09313","F",199196551,41517789,-79.16
"09314","F",9943082,6164870,-38
"09315","F",29360464,35939050,22.41
"09316","M",5742306,5525397,-3.78
"09317","F",5828359,5482392,-5.94
"09318","F",13289000,4923687,-62.95
"09319","F",15113440,12461680,-17.55
"09320","F",3848105,6084397,58.11
"09321","F",28572836,54294001,90.02
"09322","F",3664313,5970836,62.95
"09323","M",4010162,4012699,0.06
"09324","F",6290292,9013405,43.29
"09325","F",88527177,45647405,-48.44
"09326","F",55612630,52019300,-6.46
"09327","F",12764759,12527851,-1.86
"09328","F",3043383,3647391,19.85
"09329","F",17845108,35004888,96.16
"09330","F",18548919,10913623,-41.16
"09331","M",6603264,5716630,-13.43
"09332","F",6846905,6191999,-9.56
"09333","F",17316707,30035211,73.45
"09334","F",57640957,34414976,-40.29
"09335","F",6336109,9433232,48.88
"09336","F",17892470,10845030,-39.39
"09337","F",23730877,27016227,13.84
"09338","F",2835270,7387170,160.55
"09339","F",34339445,96905525,182.2
"09340","F",23111334,17592437,-23.88
"09341","F",11976980,10061235,-16
"09342","F",16064769,11129360,-30.72
"09343","F",29016195,27446240,-5.41
"09344","M",8893275,5436526,-38.87
"09345","F",17269510,24779170,43.49
"09346","F",11122549,12463976,12.06
"09347","F",19452148,23929100,23.02
"09348","F",73695240,72097441,-2.17
"09349","F",10939272,9232030,-15.61
"09350","F",6904906,7256342,5.09
"09351","F",14625556,6436596,-55.99
"09352","M",7846501,7174922,-8.56
"09353","F",22046490,34367263,55.89
"09354","F",10223859,7241372,-29.17
"09355","F",18708599,36105388,92.99
"09356","F",4984000,5305155,6.44
"09357","F",14129976,12223758,-13.49
"09358","M",16122694,21127166,31.04
"09359","F",4692967,7914408,68.64
"09360","F",8521315,10632109,24.77
"09361","F",54015320,41057133,-23.99
"09362","F",6700970,4197710,-37.36
"09363","F",83737272,74296940,-11.27
"09364","F",8127448,14938569,83.8
"09365","F",2975758,4103141,37.89
"09366","F",6368520,5502637,-13.6
"09367","F",21759610,21381417,-1.74
"09368","F",8606058,10753585,24.95
"09369","F",26785659,29020015,8.34
"09370","F",13824590,13374141,-3.26
"09371","M",6318305,6679404,5.72
"09372","F",5223080,2904064,-44.4
"09373","F",37267470,37808239,1.45
"09374","F",7224530,12437200,72.15
"09375","F",18087387,13817623,-23.61
"09376","F",8028643,7879044,-1.86
"09377","M",2875221,2802969,-2.51
"09378","F",5158888,14189957,175.06
"09379","F",13187305,20306763,53.99
"09380","F",6775699,10067426,48.58
"09381","F",10758659,11675993,8.53
"09382","F",3028520,2406564,-20.54
"09383","F",4663811,5767097,23.66
"09384","F",37775660,48641210,28.76
"09385","F",5726335,4576068,-20.09
"09386","F",6865911,32244828,369.64
"09387","F",30762869,20887970,-32.1
"09388","F",49342007,67117879,36.03
"09389","F",17153946,14186733,-17.3
"09390","F",3791970,2693400,-28.97
"09391","F",3977950,3936580,-1.04
"09392","F",7032408,7365356,4.73
"09393","F",3954588,7754875,96.1
"09394","F",2475482,13982261,464.83
"09395","F",7377740,3590460,-51.33
"09396","M",25496264,31740115,24.49
"09397","F",68614611,48013737,-30.02
"09398","F",49629482,51263443,3.29
"09399","M",8966054,10195874,13.72
"09400","F",13552276,12873101,-5.01
"09401","M",3520203,7302905,107.46
"09402","F",33624962,41296151,22.81
"09403","F",59038270,20385030,-65.47
"09404","F",1963665,11721315,496.91
"09405","F",5151405,5734743,11.32
"09406","F",194534894,249888962,28.45
"09407","F",13299518,10898094,-18.06
"09408","F",10653464,13554964,27.24
"09409","F",9249460,14461360,56.35
"09410","F",4397096,6883704,56.55
"09411","F",15017160,11412830,-24
"09412","F",4352970,5322082,22.26
"09413","F",16908095,22748070,34.54
"09414","F",5748628,9234715,60.64
"09415","M",8016570,13555020,69.09
"09416","F",6759212,6332051,-6.32
"09417","F",10337656,12461070,20.54
"09418","F",28049882,28401585,1.25
"09419","F",33884905,22026449,-35
"09420","F",16927270,18702050,10.48
"09421","F",80844560,63723676,-21.18
"09422","F",7730150,12489122,61.56
"09423","F",4936139,13159338,166.59
"09424","F",35881409,18497160,-48.45
"09425","F",39884190,44260602,10.97
"09426","F",6179589,7256227,17.42
"09427","F",10381065,7862647,-24.26
"09428","F",16942386,53538585,216
"09429","F",1691395,4253099,151.46
"09430","F",15132807,25687028,69.74
"09431","F",23994078,26498426,10.44
"09432","F",83150027,80714230,-2.93
"09433","F",39279859,16047424,-59.15
"09434","F",5448121,6386883,17.23
"09435","F",24672140,67004771,171.58
"09436","F",17572479,8103866,-53.88
"09437","F",16671054,9541993,-42.76
"09438","F",12317430,39485570,220.57
"09439","F",17713058,22135648,24.97
"09440","F",139406130,89128091,-36.07
"09441","M",9552355,10679725,11.8
"09442","F",23291218,34898213,49.83
"09443","F",28893354,54127092,87.33
"09444","F",18411371,36161202,96.41
"09445","F",5692542,5697950,0.1
"09446","F",8783553,12809879,45.84
"09447","F",13014979,7514411,-42.26
"09448","F",12639762,11302172,-10.58
"09449","F",20221593,14342522,-29.07
"09450","F",5035438,8386282,66.55
"09451","F",14329122,17734452,23.77
"09452","F",49503581,90316625,82.44
"09453","M",4506868,10636013,136
"09454","F",47339520,46036680,-2.75
"09455","F",4390598,1523370,-65.3
"09456","F",58880246,99189942,68.46
"09457","F",36452280,40120750,10.06
"09458","F",9908632,7867360,-20.6
"09459","F",5904565,6814081,15.4
"09460","F",44879191,38113341,-15.08
"09461","F",9261844,3360323,-63.72
"09462","F",6165002,9145435,48.34
"09463","F",22367176,25228787,12.79
"09464","F",2757626,3653875,32.5
"09465","F",14149148,17501140,23.69
"09466","F",13469063,11753062,-12.74
"09467","F",30889261,37815369,22.42
"09468","F",4425350,3922158,-11.37
"09469","F",5306090,3881415,-26.85
"09470","F",8365015,8973541,7.27
"09471","F",8817359,15526981,76.1
"09472","M",3672459,4210793,14.66
"09473","F",15284975,28020030,83.32
"09474","F",16056601,33592517,109.21
"09475","F",7598585,8915259,17.33
"09476","F",15426200,8306689,-46.15
"09477","F",11358848,12703570,11.84
"09478","F",11882730,11871752,-0.09
"09479","F",35656919,59326445,66.38
"09480","F",18048618,18078212,0.16
"09481","F",50826385,31703321,-37.62
"09482","F",6092842,6187030,1.55
"09483","F",5602341,7549380,34.75
"09484","F",36700760,40896770,11.43
"09485","F",30651166,38784044,26.53
"09486","F",46367450,50952570,9.89
"09487","F",8917011,7208350,-19.16
"09488","F",4604938,6319171,37.23
"09489","F",2700703,4520014,67.36
"09490","F",11242539,6194797,-44.9
"09491","F",5238862,5857462,11.81
"09492","M",4283808,4737696,10.6
"09493","F",15979849,12045516,-24.62
"09494","F",6108904,2855051,-53.26
"09495","F",15084517,15366405,1.87
"09496","F",5874889,6550354,11.5
"09497","M",7181850,12594485,75.37
"09498","F",15834600,21998633,38.93
"09499","F",6940845,5600873,-19.31
"09500","F",11725695,12006202,2.39
"09501","F",15365214,16507738,7.44
"09502","F",24021614,36204822,50.72
"09503","F",34260310,32232768,-5.92
"09504","F",38387984,52948660,37.93
"09505","F",23312374,29452997,26.34
"09506","F",5589314,3965853,-29.05
"09507","F",10252790,13479471,31.47
"09508","F",5330129,8049634,51.02
"09509","F",19735780,30784520,55.98
"09510","F",7612520,11827050,55.36
"09511","F",5422472,5799685,6.96
"09512","M",10471045,8982138,-14.22
"09513","F",64125158,91769416,43.11
"09514","F",24825294,35425015,42.7
"09515","F",9431252,23906074,153.48
"09516","F",8130247,7088408,-12.81
"09517","F",3336572,4624472,38.6
"09518","F",506215874,24596733,-95.14
"09519","F",34568000,24104950,-30.27
"09520","M",3170549,4404021,38.9
"09521","F",18401732,8452400,-54.07
"09522","M",3433643,3065212,-10.73
"09523","F",5100418,5775517,13.24
"09524","F",4985889,17792701,256.86
"09525","F",2579125,3479202,34.9
"09526","F",26398937,9358933,-64.55
"09527","F",64576700,81111390,25.6
"09528","F",4067000,3696290,-9.12
"09529","F",10250371,9942298,-3.01
"09530","F",6656410,6631440,-0.38
"09531","F",4367958,4485873,2.7
"09532","F",30862238,23465163,-23.97
"09533","F",36802773,32186454,-12.54
"09534","M",16499420,12161600,-26.29
"09535","F",3242362,4093860,26.26
"09536","F",24547339,42074119,71.4
"09537","F",17784164,10426410,-41.37
"09538","M",27125826,9803009,-63.86
"09539","F",27748667,47472462,71.08
"09540","F",30874599,66763601,116.24
"09541","F",8984900,9554190,6.34
"09542","F",48123000,27286820,-43.3
"09543","F",20690090,19996361,-3.35
"09544","F",6491530,6793555,4.65
"09545","M",7144782,6515609,-8.81
"09546","F",27880832,57082047,104.74
"09547","F",11055160,6121078,-44.63
"09548","M",2571026,3541871,37.76
"09549","M",38566400,36456046,-5.47
"09550","F",1546600,8836396,471.34
"09551","F",7845847,8080901,3
"09552","F",271540,1521620,460.37
"09553","M",6191378,4800402,-22.47
"09554","F",20461592,16976192,-17.03
"09555","F",9342701,12817709,37.19
"09556","F",5107380,13777650,169.76
"09557","M",737769,4539143,515.25
"09558","F",4351175,5086213,16.89
"09559","F",14312727,11646339,-18.63
"09560","F",13330530,12955020,-2.82
"09561","F",34496958,63304096,83.51
"09562","F",14535785,37552367,158.34
"09563","F",3734017,9932386,166
"09564","F",17247630,27931990,61.95
"09565","F",5420337,5745135,5.99
"09566","F",895468,10847175,1111.34
"09567","F",17655751,8089771,-54.18
"09568","F",13615360,13301994,-2.3
"09569","F",4996806,8470261,69.51
"09570","F",9047208,13541574,49.68
"09571","F",3755386,3389629,-9.74
"09572","F",36942030,10652380,-71.16
"09573","M",5132850,4396070,-14.35
"09574","F",180244240,250071790,38.74
"09575","M",18545142,10973591,-40.83
"09576","F",50073462,27330824,-45.42
"09577","F",1018890,1127250,10.64
"09578","F",9287930,12350290,32.97
"09579","F",12173842,17661654,45.08
"09580","F",24082035,7433100,-69.13
"09581","F",12335279,14525928,17.76
"09582","F",7020005,5898789,-15.97
"09583","F",19927320,18160079,-8.87
"09584","F",17230720,8080900,-53.1
"09585","F",20956180,23154040,10.49
"09586","M",13307572,20409467,53.37
"09587","F",3179140,3276645,3.07
"09588","F",23940220,16489330,-31.12
"09589","F",23036288,5278530,-77.09
"09590","F",22568607,26490283,17.38
