,고객번호,14_1이용금액,14_2이용금액,14_3이용금액,14_4이용금액,15_1이용금액,15_2이용금액,15_3이용금액,15_4이용금액,14_1,14_2,14_3,14_4,15_1,15_2,15_3,15_4
8606,08701,1348669,1191357,1631716,1135848,1662954,1494785,1914656,1902470,1,1,1,1,1,1,1,1
8607,08702,942349,1144215,1164817,2656358,1891171,1481599,1187472,1004190,1,1,1,1,1,1,1,1
8608,08703,6345290,2238910,6940979,5813173,14061259,9755134,5473534,6534181,1,1,1,1,1,1,1,1
8609,08704,851129,1326728,647020,1099832,420990,853535,1346816,885590,1,1,1,1,1,1,1,1
8610,08705,1509260,1319215,1531790,1511600,1494250,1427370,1960566,1585321,1,1,1,1,1,1,1,1
8611,08706,8189690,7965610,7222306,4390492,3851710,22719224,3365145,8047250,1,1,1,1,1,1,1,1
8612,08707,2977720,3489885,5321275,5050600,3879341,3926278,7514050,3958360,1,1,1,1,1,1,1,1
8613,08708,3786042,9463465,9221100,3912130,3205733,5829350,9011250,3093190,1,1,1,1,1,1,1,1
8614,08709,2232784,2407256,2215781,1692180,1132218,1603393,1053271,541484,1,1,1,1,1,1,1,1
8615,08710,2666286,1768059,1201598,1782631,2264957,1652535,1371939,2381793,1,1,1,1,1,1,1,1
8616,08711,1419009,1261017,1288690,1673609,1126130,1001928,938994,1297347,1,1,1,1,1,1,1,1
8617,08712,51778608,34825461,19652045,40377624,28280880,23107440,11597592,28135269,1,1,1,1,1,1,1,1
8618,08713,2089039,2261527,2810902,2690343,2650721,2834520,2663994,2318177,1,1,1,1,1,1,1,1
8619,08714,2895990,5295070,4970219,14199181,9768690,8231551,3527758,10969497,1,1,1,1,1,1,1,1
8620,08715,927773,985681,1120028,1809201,1407023,1004929,1184823,1714677,1,1,1,1,1,1,1,1
8621,08716,3328704,3908710,3117840,6078894,5494194,4992713,4096937,3441442,1,1,1,1,1,1,1,1
8622,08717,1972610,8943660,3188696,10729580,13901330,8075300,4238800,6290860,1,1,1,1,1,1,1,1
8623,08718,6867910,10658070,5771060,7389450,6204460,6729742,6586870,6491817,1,1,1,1,1,1,1,1
8624,08719,1322632,626630,845180,376470,497280,1895010,752210,394400,1,1,1,1,1,1,1,1
8625,08720,1457380,3047500,1878430,1611170,561610,2058092,1622070,1810786,1,1,1,1,1,1,1,1
8626,08721,2085597,1664400,5973131,3716967,1955902,2358530,1266590,1791050,1,1,1,1,1,1,1,1
8627,08722,6086260,6206310,7130120,7124950,3269420,6385740,4261480,7071630,1,1,1,1,1,1,1,1
8628,08723,15905428,9450925,9675566,10528875,6462615,8324324,4444133,4012739,1,1,1,1,1,1,1,1
8629,08724,7467846,7613339,6835130,10447336,8946381,12708881,10422519,6968090,1,1,1,1,1,1,1,1
8630,08725,5071626,7913942,5533870,3457323,1672388,909073,885230,1039210,1,1,1,1,1,1,1,1
8631,08726,8368430,7158080,7384280,4544230,7974590,6811180,2464640,7698170,1,1,1,1,1,1,1,1
8632,08727,9403510,3732067,1959121,8291100,1773003,5518730,3056002,2008100,1,1,1,1,1,1,1,1
8633,08728,3322119,1671725,4280781,5137113,5683346,4860134,4240036,5059329,1,1,1,1,1,1,1,1
8634,08729,1275500,1105940,2374786,1612466,2982158,1862469,1302980,2399074,1,1,1,1,1,1,1,1
8635,08730,590510,5498580,1450260,3230480,1565960,1273740,2336548,1635170,1,1,1,1,1,1,1,1
8636,08731,2428520,2643594,1641730,5098690,4218800,4121650,2879854,2524380,1,1,1,1,1,1,1,1
8637,08732,1580995,2635287,2312763,2900154,1883454,2751685,3735341,2581107,1,1,1,1,1,1,1,1
8638,08733,1647099,915919,2197576,980460,2377788,2604800,3585780,3480854,1,1,1,1,1,1,1,1
8639,08734,3304480,2561730,1399476,5447527,2442680,3908410,2253030,3013230,1,1,1,1,1,1,1,1
8640,08735,377800,91700,595780,470850,830979,636560,453200,404930,1,1,1,1,1,1,1,1
8641,08736,3956820,3266510,1779400,2461460,1831780,6830930,3865550,3389320,1,1,1,1,1,1,1,1
8642,08737,1046072,4378333,1657895,1989910,893785,830458,1109390,950491,1,1,1,1,1,1,1,1
8643,08738,5091230,6283690,7192500,7115550,9975868,4279625,6130880,8401740,1,1,1,1,1,1,1,1
8644,08739,3657230,5266060,3286264,6666390,2631680,4216070,6384480,3546350,1,1,1,1,1,1,1,1
8645,08740,1068630,4741030,5250050,16173290,14639450,16168230,7910510,7557212,1,1,1,1,1,1,1,1
8646,08741,3277800,8083430,2330990,7081330,3082620,4190670,2589571,10326680,1,1,1,1,1,1,1,1
8647,08742,7917830,3826180,3696320,9001220,10770033,6090020,2009720,5136040,1,1,1,1,1,1,1,1
8648,08743,4983864,6468640,5355252,9388900,9333380,5700694,8023154,4639225,1,1,1,1,1,1,1,1
8649,08744,7905171,14877270,19258870,9053330,7363770,4360470,8067870,10003906,1,1,1,1,1,1,1,1
8650,08745,1206189,1400180,1740657,1321119,1437533,1321523,1529027,1400995,1,1,1,1,1,1,1,1
8651,08746,2275557,3377085,1617329,3507090,1627933,903987,1333224,367290,1,1,1,1,1,1,1,1
8652,08747,20385740,18339940,11660840,8291350,8145470,24100490,16802570,11143130,1,1,1,1,1,1,1,1
8653,08748,2644030,2271886,2916490,3132618,2573529,2682919,2507185,2411112,1,1,1,1,1,1,1,1
8654,08749,2551268,2428716,1678864,2088480,1765711,1782673,2452234,1928237,1,1,1,1,1,1,1,1
8655,08750,3698461,926440,602920,4253031,3755807,4104118,1972783,2786189,1,1,1,1,1,1,1,1
8656,08751,8700580,9453970,6269560,9067074,7007570,8541000,7566370,5935233,1,1,1,1,1,1,1,1
8657,08752,1900570,1741110,1672440,2565450,343470,3319849,2285190,2148400,1,1,1,1,1,1,1,1
8658,08753,1815654,1255772,1269390,1120744,1418235,1077913,532055,406890,1,1,1,1,1,1,1,1
8659,08754,1962070,3754890,2809650,11064050,7151304,7550970,7069900,8063310,1,1,1,1,1,1,1,1
8660,08755,1813965,1002314,456804,1528985,1600159,1116336,1015394,985301,1,1,1,1,1,1,1,1
8661,08756,138990,437060,1431940,1664774,1275455,1423960,1252610,593140,1,1,1,1,1,1,1,1
8662,08757,2120334,1767746,2602030,2185931,2582215,3282433,2737579,2888132,1,1,1,1,1,1,1,1
8663,08758,10274200,10141160,14737300,5063530,9266230,8489680,12675180,8919670,1,1,1,1,1,1,1,1
8664,08759,2488576,2537931,3515667,4925484,3166141,5520265,3612531,6206811,1,1,1,1,1,1,1,1
8665,08760,2965110,2080990,2494880,1732600,1530030,2068640,2010250,1723150,1,1,1,1,1,1,1,1
8666,08761,781226,1518858,849992,1841481,1153153,1161038,1293051,1150918,1,1,1,1,1,1,1,1
8667,08762,1036801,951996,1198674,934470,1514001,948906,1539774,857297,1,1,1,1,1,1,1,1
8668,08763,1430007,1041827,1455314,1605845,1607269,2124504,1766317,3357213,1,1,1,1,1,1,1,1
8669,08764,2634690,5638990,3462470,3716550,3689580,4762840,4302350,3077500,1,1,1,1,1,1,1,1
8670,08765,1227918,1452936,1275855,1216075,1577592,1071137,1714024,1335411,1,1,1,1,1,1,1,1
8671,08766,6819554,7030250,4903390,3074970,6758440,4731020,11112600,3802210,1,1,1,1,1,1,1,1
8672,08767,1267986,1009406,932032,1132241,633825,956196,1448866,1004657,1,1,1,1,1,1,1,1
8673,08768,1136080,1471460,1977200,4904970,1823087,2321655,2725143,2997412,1,1,1,1,1,1,1,1
8674,08769,1743680,979773,848706,2881522,1131507,2367424,1800517,3013442,1,1,1,1,1,1,1,1
8675,08770,44500,67160,194850,285800,169400,173950,404850,150850,1,1,1,1,1,1,1,1
8676,08771,7142328,9974360,19556775,15160865,5049569,12825654,10699654,16229676,1,1,1,1,1,1,1,1
8677,08772,6007300,7623350,3685530,9329902,1999240,6370621,3909683,6060887,1,1,1,1,1,1,1,1
8678,08773,1262910,2494070,1782458,2446902,2335400,1830479,2465981,1931920,1,1,1,1,1,1,1,1
8679,08774,1746272,3261368,1947143,1766366,2562441,2371050,2029989,3557782,1,1,1,1,1,1,1,1
8680,08775,1353510,1339720,992864,694230,1989039,1757116,1562516,1630348,1,1,1,1,1,1,1,1
8681,08776,2645688,3584200,2819270,7440120,3817248,5319170,3035742,5845533,1,1,1,1,1,1,1,1
8682,08777,2525434,2867980,2182860,1998450,2703840,2618108,2488770,2805870,1,1,1,1,1,1,1,1
8683,08778,1550178,2765080,3017452,4027406,2459862,3893901,1433507,4476129,1,1,1,1,1,1,1,1
8684,08779,3833261,1383174,2479854,2046464,4567488,3285521,3087935,3946990,1,1,1,1,1,1,1,1
8685,08780,4587371,1005518,3596040,6764416,4408262,1075664,197950,227340,1,1,1,1,1,1,1,1
8686,08781,7962767,4979434,4978609,12866958,11268752,4692547,2404307,592070,1,1,1,1,1,1,1,1
8687,08782,1385328,1506093,1309179,2686694,2285828,2366167,2541605,2218706,1,1,1,1,1,1,1,1
8688,08783,2896170,2791860,1802171,3143722,3186790,1648278,3135266,3461737,1,1,1,1,1,1,1,1
8689,08784,1838086,3161776,3408695,2900370,1982054,2017095,2157433,2682907,1,1,1,1,1,1,1,1
8690,08785,911182,1150133,1746341,1100936,845944,1484524,1502126,2568792,1,1,1,1,1,1,1,1
8691,08786,8462730,14280870,8985290,17839420,9115380,6674530,6188130,9622320,1,1,1,1,1,1,1,1
8692,08787,6307337,4243415,7901861,7206641,5239290,14564455,3559472,3220568,1,1,1,1,1,1,1,1
8693,08788,6417963,4225660,6273110,13076378,5233000,6545528,9020050,6624010,1,1,1,1,1,1,1,1
8694,08789,3458790,3804450,2045970,4253460,2102350,2450120,664340,2487965,1,1,1,1,1,1,1,1
8695,08791,2809410,2176210,3373530,4169936,6035286,6367923,4314260,9042770,1,1,1,1,1,1,1,1
8696,08792,5041244,3719314,3142536,3852645,3018240,2467666,921882,204510,1,1,1,1,1,1,1,1
8697,08793,571990,357610,481421,545730,538880,542020,334520,1398820,1,1,1,1,1,1,1,1
8698,08794,3191951,2201429,2509092,2786482,1801870,2462579,1159704,1696422,1,1,1,1,1,1,1,1
8699,08795,6931595,6876560,3408532,1691950,2014401,1147460,345113,961560,1,1,1,1,1,1,1,1
8700,08796,3605090,10624090,9695275,18510598,24782980,11115928,8302481,22731629,1,1,1,1,1,1,1,1
8701,08797,1137520,1590272,1692267,1300125,1573837,1739071,1299103,1740240,1,1,1,1,1,1,1,1
8702,08798,12073040,20775210,10713412,24256740,24988100,51465730,19427705,57930120,1,1,1,1,1,1,1,1
8703,08799,2708232,2109678,2543809,2098247,2187138,2597044,2322164,2204952,1,1,1,1,1,1,1,1
8704,08800,3138480,1874510,2145620,2377260,1208650,1673650,1482040,792820,1,1,1,1,1,1,1,1
8705,08801,1012630,5248690,1588840,3969508,5489490,12665123,3155120,7527148,1,1,1,1,1,1,1,1
8706,08802,9165448,5644209,4948018,3864781,7375891,4492968,4521453,2512465,1,1,1,1,1,1,1,1
8707,08803,8511581,7913512,9388970,11686340,10813830,5868425,20259005,6884710,1,1,1,1,1,1,1,1
8708,08804,461535,1360858,1227860,1248758,928459,3102419,2675802,1320444,1,1,1,1,1,1,1,1
8709,08805,1694275,1223713,1144727,1811094,1661701,962723,1762287,1328792,1,1,1,1,1,1,1,1
8710,08806,2768770,1451909,1334702,2662318,813558,544291,2091357,1750598,1,1,1,1,1,1,1,1
8711,08807,5652756,4143031,4097564,2675120,3680270,4195328,3971668,5283944,1,1,1,1,1,1,1,1
8712,08808,1216020,987257,1200385,2012359,3032128,1725519,1612060,1183249,1,1,1,1,1,1,1,1
8713,08809,7287002,5419912,5598997,6294922,4519315,2416082,6782470,5182443,1,1,1,1,1,1,1,1
8714,08810,2373129,2303000,844332,2978770,2114455,1695256,1889119,1620156,1,1,1,1,1,1,1,1
8715,08811,757347,993143,1248118,1245111,582851,1208514,962140,1094039,1,1,1,1,1,1,1,1
8716,08812,2376099,2022380,1775384,3595204,2454834,2529251,1585076,1460634,1,1,1,1,1,1,1,1
8717,08813,4702520,6169880,8080121,8831910,9053168,8994768,8931560,7495360,1,1,1,1,1,1,1,1
8718,08814,1047140,804030,1682300,1638980,895450,2315830,2216600,793651,1,1,1,1,1,1,1,1
8719,08815,2144671,5538637,4308259,4180800,4646590,5138850,3737640,3636400,1,1,1,1,1,1,1,1
8720,08816,6102585,4181600,4023432,10289044,13645602,7076428,3015750,1831794,1,1,1,1,1,1,1,1
8721,08817,1572730,2973580,1773537,1412200,806270,1074070,845640,1730070,1,1,1,1,1,1,1,1
8722,08818,1114360,1662850,1662260,1235773,2213728,1543510,1467900,843725,1,1,1,1,1,1,1,1
8723,08819,1576750,2153333,1498684,1516103,1119432,1046562,2282738,1638817,1,1,1,1,1,1,1,1
8724,08820,2695412,3188528,2850510,2402268,2764554,2603969,2756081,2402332,1,1,1,1,1,1,1,1
8725,08821,1489296,2021526,1312404,1221928,1496321,2034324,1708678,1421701,1,1,1,1,1,1,1,1
8726,08822,16147480,10364304,9899401,13908686,9228142,25466430,8443760,10437830,1,1,1,1,1,1,1,1
8727,08823,35940,20530,31710,159740,552040,349244,8616629,2299920,1,1,1,1,1,1,1,1
8728,08824,817448,817444,748751,530680,1018160,648722,619957,590668,1,1,1,1,1,1,1,1
8729,08825,5757268,18664064,23246190,46568934,25185010,57721480,22658238,27447920,1,1,1,1,1,1,1,1
8730,08826,1306444,660941,495242,683744,748847,724119,420372,613645,1,1,1,1,1,1,1,1
8731,08827,4946322,2215103,3479577,2603332,3388480,6680024,6355391,5852609,1,1,1,1,1,1,1,1
8732,08828,6977280,3433040,1974930,2093710,14018130,7828390,12150140,4147790,1,1,1,1,1,1,1,1
8733,08829,2860410,1693954,2751026,2853102,1127300,1345523,1788294,2334278,1,1,1,1,1,1,1,1
8734,08830,12136210,13697700,11677020,9585530,7916310,10414668,6844080,11535375,1,1,1,1,1,1,1,1
8735,08831,1267802,1251875,3000717,1643963,2618481,2285259,2360167,1860468,1,1,1,1,1,1,1,1
8736,08832,946696,1535802,3281879,4043077,4171301,4233164,3776068,3590681,1,1,1,1,1,1,1,1
8737,08833,1252310,4279473,14915800,5863370,8598850,3712830,11059470,6637980,1,1,1,1,1,1,1,1
8738,08834,627237,577290,522422,571065,530628,549826,577595,686432,1,1,1,1,1,1,1,1
8739,08835,2687854,4333910,2520070,2292910,2989220,3396720,2614300,4905910,1,1,1,1,1,1,1,1
8740,08836,5484461,5631030,5806640,9188657,14119840,16437268,14267582,10444375,1,1,1,1,1,1,1,1
8741,08837,1019890,1250875,1262322,973228,1367520,1010144,1115714,1053668,1,1,1,1,1,1,1,1
8742,08838,1250820,1504746,1457180,1518837,1868196,2183301,1751037,1573580,1,1,1,1,1,1,1,1
8743,08839,2607757,1436080,874032,1239347,1444067,1208290,1209370,1544074,1,1,1,1,1,1,1,1
8744,08840,1218110,803760,901502,1457640,1506097,977531,1222210,1809034,1,1,1,1,1,1,1,1
8745,08841,785393,1511619,2841779,1347385,1390794,1426884,1479326,1687139,1,1,1,1,1,1,1,1
8746,08842,1908930,213140,1307690,6597880,2005390,3178620,1963130,2675180,1,1,1,1,1,1,1,1
8747,08843,4698080,4189886,5097658,4950490,3152170,3457404,2197490,6183727,1,1,1,1,1,1,1,1
8748,08844,6959890,6502790,5841560,15088260,7561090,8942410,5279990,4973810,1,1,1,1,1,1,1,1
8749,08845,605680,777754,884887,793467,1516207,1387888,1630180,1323106,1,1,1,1,1,1,1,1
8750,08846,3549100,7709290,4961788,7159374,4255942,3271219,5846111,13076344,1,1,1,1,1,1,1,1
8751,08847,1315250,2985327,1497190,3991820,2108870,3696115,2430381,6310188,1,1,1,1,1,1,1,1
8752,08849,7378820,1603450,5876060,3998460,3405120,5318092,2104940,17025532,1,1,1,1,1,1,1,1
8753,08850,7376687,3648430,4561312,3367770,4058090,4277470,1929250,9823330,1,1,1,1,1,1,1,1
8754,08851,1677582,1731466,1190353,1373604,1909402,2178931,2703505,1782015,1,1,1,1,1,1,1,1
8755,08852,1055877,1445549,1691976,1169061,980702,1432629,1596558,1470544,1,1,1,1,1,1,1,1
8756,08853,1106032,1160680,1283030,2186196,1394635,1820200,1310946,1242774,1,1,1,1,1,1,1,1
8757,08854,2439700,2803760,2600780,6890541,6910410,9467370,8730660,7087777,1,1,1,1,1,1,1,1
8758,08855,878832,800090,793625,811210,925465,1232264,874263,962904,1,1,1,1,1,1,1,1
8759,08856,4348830,1835986,4236273,8463250,3762200,5868217,4010016,3415549,1,1,1,1,1,1,1,1
8760,08857,1931231,1054178,682440,2021130,1248512,1213886,1578449,1783710,1,1,1,1,1,1,1,1
8761,08858,13845724,8159704,7926212,12984790,10536212,8666130,23171290,11894088,1,1,1,1,1,1,1,1
8762,08859,1856040,3479940,3701520,6055850,2658501,2707732,3756610,2666374,1,1,1,1,1,1,1,1
8763,08860,1429341,725883,1763058,1764807,2397188,2618370,2363134,2571992,1,1,1,1,1,1,1,1
8764,08861,289240,2530090,2119350,4622390,5225280,10821630,2711440,1624690,1,1,1,1,1,1,1,1
8765,08862,816736,1039715,698297,613757,580451,658574,509722,566390,1,1,1,1,1,1,1,1
8766,08863,3340230,3981925,2852453,4600540,3884626,4346460,3978110,2650470,1,1,1,1,1,1,1,1
8767,08864,7913665,5838766,6920094,10033181,8514745,6401465,5381979,9258573,1,1,1,1,1,1,1,1
8768,08865,1886890,562610,2223520,1605965,1834831,2821708,2164947,4532350,1,1,1,1,1,1,1,1
8769,08866,13340317,14246236,8540735,14976000,8769953,8149992,9560490,8031343,1,1,1,1,1,1,1,1
8770,08867,24892960,9603120,8408590,11699780,5874960,17128500,83019070,50643160,1,1,1,1,1,1,1,1
8771,08868,21707770,42734220,5714820,57229807,44258840,87373152,4834960,34131260,1,1,1,1,1,1,1,1
8772,08869,5245426,2199390,3060020,3513430,2467890,5371290,968210,5436990,1,1,1,1,1,1,1,1
8773,08870,5606840,4761811,5381480,4029393,1755420,4360104,15776334,10377960,1,1,1,1,1,1,1,1
8774,08871,2653103,2629352,5187920,3020530,2423970,3459833,2897944,4193293,1,1,1,1,1,1,1,1
8775,08872,3169339,3508149,4002860,4203938,4303189,5568761,3929690,3425199,1,1,1,1,1,1,1,1
8776,08873,1870831,1796247,2262875,1689903,1763793,1870046,1951710,2042409,1,1,1,1,1,1,1,1
8777,08874,241050,4172370,9170141,16171890,15401180,8340930,12606930,16103780,1,1,1,1,1,1,1,1
8778,08875,941302,1551822,1479355,1652204,1435592,2550189,2484514,2227525,1,1,1,1,1,1,1,1
8779,08876,1101097,1386542,1529723,1608532,1712013,1488006,1528717,1543441,1,1,1,1,1,1,1,1
8780,08877,614471,1750188,1449351,1247682,1255224,1275844,1278225,2140479,1,1,1,1,1,1,1,1
8781,08878,460920,2566272,961310,1205339,933999,858816,926603,797060,1,1,1,1,1,1,1,1
8782,08879,643412,444895,712824,705464,1049656,1370413,1567604,1733622,1,1,1,1,1,1,1,1
8783,08880,3318841,1200524,3852333,3579455,2761877,3421078,3922665,3124822,1,1,1,1,1,1,1,1
8784,08881,4480852,6166160,3626400,4302640,12752740,8687870,10547844,21392399,1,1,1,1,1,1,1,1
8785,08882,4560260,5796110,6990572,12961380,6401100,4215892,4539260,17411629,1,1,1,1,1,1,1,1
8786,08884,11169935,6309920,7302429,4192340,8449055,3314113,6560370,5574490,1,1,1,1,1,1,1,1
8787,08885,1196290,3914763,6959167,2890288,2205882,1517521,373520,217047,1,1,1,1,1,1,1,1
8788,08886,4261637,11060555,4508912,4130840,5140463,2104818,3406078,2020846,1,1,1,1,1,1,1,1
8789,08887,595332,265300,416990,210960,47740,365646,346460,553079,1,1,1,1,1,1,1,1
8790,08888,3701880,2004050,2010060,3020720,3776850,140314770,671800,1420310,1,1,1,1,1,1,1,1
8791,08889,7057420,5558020,9377110,4926390,13496080,8678572,3135716,3371633,1,1,1,1,1,1,1,1
8792,08890,2004302,2222674,3064177,4411223,6737302,9056822,4820941,3231618,1,1,1,1,1,1,1,1
8793,08891,1623363,2809809,1837151,1836439,2911674,2571109,2961549,2549924,1,1,1,1,1,1,1,1
8794,08893,3636610,5417510,7861925,6033680,7742510,4203722,3323297,3106250,1,1,1,1,1,1,1,1
8795,08894,2708656,1969274,1694891,4948802,4351810,8034090,3786368,3604675,1,1,1,1,1,1,1,1
8796,08895,1992353,2858750,2089415,2130275,1914331,1881298,2025663,2210989,1,1,1,1,1,1,1,1
8797,08896,1324190,1017711,970481,599064,834696,729447,746800,838153,1,1,1,1,1,1,1,1
8798,08897,2260280,6923000,1470210,12675085,3701460,11437140,3422970,27267540,1,1,1,1,1,1,1,1
8799,08898,2166314,1292748,1190078,1597644,1751820,1695118,1465323,1855805,1,1,1,1,1,1,1,1
8800,08899,2197485,2268247,1992217,1479585,2236937,966512,1153097,2141317,1,1,1,1,1,1,1,1
8801,08900,1062621,1245805,1600586,1160520,1162684,1279162,1104327,1346420,1,1,1,1,1,1,1,1
8802,08901,766860,900229,781720,800895,488880,976125,649830,933665,1,1,1,1,1,1,1,1
8803,08902,2183230,2101500,1623580,2548700,2151070,1996780,567800,1089460,1,1,1,1,1,1,1,1
8804,08903,488250,720650,440190,602360,410221,499790,628590,424407,1,1,1,1,1,1,1,1
8805,08904,5536095,7301119,6125114,11318617,4983228,5601159,6148779,6493352,1,1,1,1,1,1,1,1
8806,08905,2513150,3710110,2707220,2221520,3054550,3009510,3806940,4320500,1,1,1,1,1,1,1,1
8807,08906,521339,970276,1367600,1147598,692521,848868,1276212,1116558,1,1,1,1,1,1,1,1
8808,08907,4480770,5762149,4975830,5617910,9024810,5196318,8745550,5691990,1,1,1,1,1,1,1,1
8809,08908,3107229,2604500,3483733,2671848,2563599,2055088,2494094,2324944,1,1,1,1,1,1,1,1
8810,08909,10821360,8698220,7810720,14540760,11086540,11793500,6151470,11210130,1,1,1,1,1,1,1,1
8811,08910,25480210,10415277,8365580,13480050,5328240,11818589,10370406,11750355,1,1,1,1,1,1,1,1
8812,08911,5058509,7639366,1048540,2475710,1469170,1965950,1938393,1244370,1,1,1,1,1,1,1,1
8813,08912,2785666,3710040,3894580,6392283,2552880,2858570,1439870,3825426,1,1,1,1,1,1,1,1
8814,08913,2352070,2802260,624800,7652753,10501339,12332381,16207066,12646774,1,1,1,1,1,1,1,1
8815,08914,1402354,2770360,9122874,7045230,12408935,19683380,5663010,4008362,1,1,1,1,1,1,1,1
8816,08915,138880,144900,223500,231940,58400,66410,71150,284970,1,1,1,1,1,1,1,1
8817,08916,3953246,4009922,3007406,2530498,3515464,3055093,2235212,2428293,1,1,1,1,1,1,1,1
8818,08917,1257716,1745472,2405399,2683785,2246274,1872650,2099653,2222335,1,1,1,1,1,1,1,1
8819,08918,8517160,21810860,11496100,11321670,13759160,11274620,9489990,25612820,1,1,1,1,1,1,1,1
8820,08919,23571960,14358060,23624420,38408350,8300070,19967520,29336860,38245170,1,1,1,1,1,1,1,1
8821,08920,2521512,3072001,1970285,1710054,1213409,1301930,1971381,2121401,1,1,1,1,1,1,1,1
8822,08921,864689,652970,517141,3055709,1118745,1528631,2638044,1942250,1,1,1,1,1,1,1,1
8823,08922,4622920,10854380,9970170,11052390,14474720,18998420,24806320,14109130,1,1,1,1,1,1,1,1
8824,08923,1654380,1618726,3122582,2294794,1665327,1739500,1675681,1121970,1,1,1,1,1,1,1,1
8825,08924,6526810,8543200,2277910,10730350,15400820,3634300,9889610,18437070,1,1,1,1,1,1,1,1
8826,08925,1064327,1393615,2495310,1929170,1308139,2953236,2798608,2614516,1,1,1,1,1,1,1,1
8827,08926,1365560,2481520,2490729,1796425,1927787,2270315,4332424,4712110,1,1,1,1,1,1,1,1
8828,08927,4628259,3242004,2702162,9037590,8807751,9581854,6753761,6376360,1,1,1,1,1,1,1,1
8829,08928,6564874,6344720,14932620,13804210,15386150,9862960,13816910,5035620,1,1,1,1,1,1,1,1
8830,08929,1316950,9993410,1700540,6503810,2238200,5838900,1825010,13688870,1,1,1,1,1,1,1,1
8831,08930,1339951,1893085,1419161,1137340,2671113,1820438,1299839,1337761,1,1,1,1,1,1,1,1
8832,08931,3672438,3324468,3617682,4819538,8209246,9506460,6446154,4321556,1,1,1,1,1,1,1,1
8833,08932,6376104,10572950,9351097,12030818,10299186,15537070,9674881,11807740,1,1,1,1,1,1,1,1
8834,08933,5104979,27335774,7361220,12318220,2615230,2667760,4417070,1041190,1,1,1,1,1,1,1,1
8835,08934,2889510,1446930,866280,2985850,2171220,2000800,1456100,1878740,1,1,1,1,1,1,1,1
8836,08935,5660780,2436300,7173890,3366950,7958090,4505530,6229700,5173020,1,1,1,1,1,1,1,1
8837,08936,2269121,2853974,1981638,1586294,1650509,1872140,1415571,1003384,1,1,1,1,1,1,1,1
8838,08937,14401924,12715750,23387900,14204551,19302972,16519500,8575997,13658346,1,1,1,1,1,1,1,1
8839,08938,2259184,3160635,1788654,7626361,10789870,2297410,5656400,1772320,1,1,1,1,1,1,1,1
8840,08939,4466215,5455773,3532816,8571532,4784772,5021110,2487052,3107624,1,1,1,1,1,1,1,1
8841,08940,2201930,4799754,4581632,6997030,3997406,6532840,7386290,8847828,1,1,1,1,1,1,1,1
8842,08941,1298652,1594952,1977800,6962302,2518459,2267535,5029511,7275820,1,1,1,1,1,1,1,1
8843,08942,7145474,5659988,4734535,10066333,13270230,8384910,10745100,6873744,1,1,1,1,1,1,1,1
8844,08943,10777000,4053220,5792340,5591960,5064780,11541200,8678220,10666140,1,1,1,1,1,1,1,1
8845,08944,1194785,2004183,1038742,1682702,2219190,2210726,1556510,2863785,1,1,1,1,1,1,1,1
8846,08945,4141540,3599130,5378540,3147910,3867474,4441340,6062890,5098970,1,1,1,1,1,1,1,1
8847,08946,2209179,3121274,3630155,4047810,3524040,3744896,2747228,3200680,1,1,1,1,1,1,1,1
8848,08947,8251738,6431630,5863290,11148274,5562204,8544778,6761248,6577696,1,1,1,1,1,1,1,1
8849,08948,1024520,3227530,1777360,3400450,858420,3397650,1155130,25803030,1,1,1,1,1,1,1,1
8850,08949,2805077,871940,1498613,1246359,1762318,1711664,1313490,1365552,1,1,1,1,1,1,1,1
8851,08950,4199880,3997420,1773040,4323960,3835430,4679264,5178380,4383950,1,1,1,1,1,1,1,1
8852,08951,3029008,3078755,3563867,2375848,2597684,1394972,1792886,3198751,1,1,1,1,1,1,1,1
8853,08952,5298501,8219903,6553608,5533991,4237910,5949383,3858606,7822600,1,1,1,1,1,1,1,1
8854,08953,8791268,9453753,12094680,31129269,3300822,10844920,2172478,10317270,1,1,1,1,1,1,1,1
8855,08954,1059963,1911000,840053,950164,1092773,715200,861995,1449565,1,1,1,1,1,1,1,1
8856,08955,3518220,2949880,2727480,4376250,10020110,3119850,3390590,3490100,1,1,1,1,1,1,1,1
8857,08956,3894840,4153440,11590330,6006050,11020910,7617310,5648950,5020560,1,1,1,1,1,1,1,1
8858,08957,4797380,16796792,10960730,10871983,6107901,11545140,16815970,8823440,1,1,1,1,1,1,1,1
8859,08958,284990,782580,334041,571360,624929,564990,669333,819526,1,1,1,1,1,1,1,1
8860,08959,3195640,2241254,3170740,1297380,2809668,2921367,2610540,3394850,1,1,1,1,1,1,1,1
8861,08960,2720120,2692750,811740,937182,2165020,1975890,3150349,2087990,1,1,1,1,1,1,1,1
8862,08961,1698387,905146,1005176,1189600,1769623,1195005,834606,837058,1,1,1,1,1,1,1,1
8863,08962,1592041,826200,3093181,816812,836548,4556990,5372540,3958164,1,1,1,1,1,1,1,1
8864,08963,7169500,11095269,7334350,8301300,6334540,4881280,7820350,5775240,1,1,1,1,1,1,1,1
8865,08964,9130880,5864730,2051680,3446080,2545600,3785210,2525840,6640180,1,1,1,1,1,1,1,1
8866,08965,10312126,5892880,9740037,14366261,15172623,4216584,5937840,4531810,1,1,1,1,1,1,1,1
